latitude,longitude,datetime,power,confidence,surface_temperature_celcius
-37.933,141.763,2009-04-21T04:46:20,34.3,85,60
-37.697,143.073,2009-04-21T04:46:20,41.5,89,65
-37.587,143.344,2009-04-21T04:46:20,151.7,100,106
-37.589,143.331,2009-04-21T04:46:20,24.3,80,53
-37.641,142.791,2009-04-21T04:46:20,50.7,91,70
-37.644,142.778,2009-04-21T04:46:20,29.3,81,58
-37.369,143.819,2009-04-21T04:46:20,23.1,80,54
-38.409,144.069,2009-04-21T04:46:10,31.5,81,55
-38.131,143.717,2009-04-21T04:46:10,23.9,81,55
-38.121,143.715,2009-04-21T04:46:10,22,80,53
-38.067,143.547,2009-04-21T04:46:10,31.5,80,60
-38.409,144.122,2009-04-21T04:46:10,58.9,92,71
-38.412,144.107,2009-04-21T04:46:10,72.2,95,77
-37.938,147.303,2009-04-21T04:46:00,37.3,84,59
-37.942,147.282,2009-04-21T04:46:00,65.3,94,74
-37.044,142.422,2009-04-20T13:24:50,23.1,87,42
-37.119,141.878,2009-04-20T13:24:50,30.8,97,46
-36.412,146.929,2009-04-20T13:24:40,38.8,100,54
-36.402,146.925,2009-04-20T13:24:40,31.8,100,50
-37.252,143.205,2009-04-20T13:24:40,48.5,100,61
-36.755,146.911,2009-04-20T13:24:40,26.3,91,45
-35.258,141.738,2009-04-20T04:04:20,28.8,85,60
-36.174,141.324,2009-04-20T04:04:10,33.4,87,62
-35.706,141.385,2009-04-20T04:04:10,38.5,87,63
-35.692,141.383,2009-04-20T04:04:10,49.1,86,70
-35.694,141.356,2009-04-20T04:04:10,58.3,93,73
-35.678,141.382,2009-04-20T04:04:10,76.7,97,82
-35.686,141.378,2009-04-20T04:04:10,91.4,100,87
-35.68,141.354,2009-04-20T04:04:10,132.6,100,100
-35.666,141.353,2009-04-20T04:04:10,56.9,93,73
-35.7,141.379,2009-04-20T04:04:10,48.3,91,68
-35.673,141.376,2009-04-20T04:04:10,94.7,100,89
-35.689,141.35,2009-04-20T04:04:10,53.5,92,70
-35.675,141.348,2009-04-20T04:04:10,101.3,100,91
-36.756,141.368,2009-04-20T04:04:00,49.7,92,70
-36.752,141.362,2009-04-20T04:04:00,48,91,70
-36.73,141.476,2009-04-20T04:04:00,21.9,80,54
-36.335,141.579,2009-04-20T04:04:00,20.7,80,54
-37.004,141.893,2009-04-20T04:03:50,35.5,86,61
-36.926,142.092,2009-04-20T04:03:50,23.3,81,54
-36.792,141.459,2009-04-20T04:03:50,23.6,80,54
-36.093,147.53,2009-04-20T04:03:50,30.1,80,53
-37.827,142.575,2009-04-20T04:03:40,42.6,89,65
-37.83,142.569,2009-04-20T04:03:40,34.7,85,60
-37.479,143.578,2009-04-20T04:03:40,32.9,86,61
-36.812,146.929,2009-04-20T04:03:40,50.6,89,66
-36.746,147.145,2009-04-20T04:03:40,33.6,81,55
-36.53,147.849,2009-04-20T04:03:40,53.5,90,67
-37.977,143.471,2009-04-20T04:03:30,38.3,87,63
-37.943,143.391,2009-04-20T04:03:30,24.3,80,53
-35.669,141.351,2009-04-20T01:22:50,63.6,94,75
-35.685,141.349,2009-04-20T01:22:50,185.8,100,113
-35.687,141.385,2009-04-20T01:22:50,55.1,92,71
-35.665,141.346,2009-04-20T01:22:50,32.5,83,58
-35.681,141.344,2009-04-20T01:22:50,145.8,100,104
-35.683,141.38,2009-04-20T01:22:50,66.9,95,77
-35.696,141.343,2009-04-20T01:22:50,50.9,91,68
-35.698,141.379,2009-04-20T01:22:50,49,90,67
-35.714,141.378,2009-04-20T01:22:50,36.6,85,59
-35.762,141.073,2009-04-19T04:59:10,133.6,100,102
-35.765,141.058,2009-04-19T04:59:10,234.7,100,124
-35.757,141.039,2009-04-19T04:59:10,160.7,100,109
-35.744,141.052,2009-04-19T04:59:10,169.5,100,111
-35.739,141.018,2009-04-19T04:59:10,175.8,100,112
-35.725,141.03,2009-04-19T04:59:10,41,89,66
-35.734,140.984,2009-04-19T04:59:10,57.2,93,74
-35.718,141.012,2009-04-19T04:59:10,25.4,81,55
-35.721,140.996,2009-04-19T04:59:10,75,97,82
-35.724,140.981,2009-04-19T04:59:10,91.2,100,87
-35.723,141.024,2009-04-19T04:59:10,50.4,92,70
-35.729,140.993,2009-04-19T04:59:10,214.7,100,120
-35.718,140.99,2009-04-19T04:59:10,47.6,90,67
-35.721,140.974,2009-04-19T04:59:10,44.3,89,66
-35.793,141.171,2009-04-19T04:59:10,31.9,85,60
-35.796,141.156,2009-04-19T04:59:10,94.5,100,89
-35.799,141.14,2009-04-19T04:59:10,27.5,84,58
-35.742,141.377,2009-04-19T04:59:10,24.7,80,54
-35.789,141.164,2009-04-19T04:59:10,29,84,58
-35.792,141.148,2009-04-19T04:59:10,80.9,98,84
-35.795,141.132,2009-04-19T04:59:10,28.6,84,58
-35.74,141.369,2009-04-19T04:59:10,32.3,85,59
-35.782,141.145,2009-04-19T04:59:10,54.6,93,72
-35.788,141.114,2009-04-19T04:59:10,206,100,118
-35.777,141.111,2009-04-19T04:59:10,44.5,90,67
-35.78,141.095,2009-04-19T04:59:10,239.4,100,125
-35.783,141.079,2009-04-19T04:59:10,71.1,97,80
-35.769,141.092,2009-04-19T04:59:10,95.3,100,90
-35.775,141.061,2009-04-19T04:59:10,124.2,100,99
-36.668,141.38,2009-04-19T04:59:00,24.6,81,55
-36.43,141.298,2009-04-19T04:59:00,47.8,91,69
-36.433,141.283,2009-04-19T04:59:00,37.3,88,64
-36.42,141.295,2009-04-19T04:59:00,22.3,80,54
-36.793,143.49,2009-04-19T04:58:50,26.1,80,54
-36.909,142.09,2009-04-19T04:58:50,35.4,87,63
-37.753,145.614,2009-04-19T04:58:20,61.6,93,72
-37.759,145.589,2009-04-19T04:58:20,57.2,92,70
-37.76,145.613,2009-04-19T04:58:20,43.9,86,61
-37.747,145.606,2009-04-19T04:58:20,42.9,81,61
-36.083,147.53,2009-04-18T15:18:50,22.7,83,41
-36.093,147.528,2009-04-18T15:18:50,26.2,93,44
-36.094,147.54,2009-04-18T15:18:50,23.9,87,42
-36.268,147.765,2009-04-18T15:18:50,23.3,88,43
-36.277,147.763,2009-04-18T15:18:50,30.3,100,49
-36.098,147.524,2009-04-18T04:16:10,91.6,99,85
-36.089,147.522,2009-04-18T04:16:10,35.5,84,58
-36.189,145.323,2009-04-18T04:16:10,29.2,84,58
-36.738,146.38,2009-04-18T04:16:00,71.7,96,79
-36.739,146.369,2009-04-18T04:16:00,44.2,89,65
-36.729,146.378,2009-04-18T04:16:00,58.8,93,73
-36.604,147.139,2009-04-18T04:16:00,89.6,97,87
-36.578,147.191,2009-04-18T04:16:00,34.3,81,55
-37.734,146.197,2009-04-18T04:15:40,65.6,93,72
-37.834,146.344,2009-04-18T04:15:40,143.9,100,100
-37.724,146.207,2009-04-18T04:15:40,60.8,91,70
-37.269,148.795,2009-04-18T04:15:40,81,89,82
-37.273,148.772,2009-04-18T04:15:40,155.2,94,106
-37.834,146.345,2009-04-18T04:15:40,143.9,100,100
-37.611,147.553,2009-04-16T15:31:30,30.5,100,49
-37.591,147.544,2009-04-16T15:31:30,30.1,100,47
-37.6,147.543,2009-04-16T15:31:30,50.1,100,62
-37.602,147.555,2009-04-16T15:31:30,47.6,100,61
-37.609,147.541,2009-04-16T15:31:30,44.4,100,59
-36.575,145.364,2009-04-16T04:28:20,63.4,94,75
-36.14,147.681,2009-04-16T04:28:20,47.4,87,62
-36.204,145.905,2009-04-16T04:28:20,25.5,81,55
-36.213,145.907,2009-04-16T04:28:20,28,83,57
-36.595,147.137,2009-04-16T04:28:10,152.6,94,104
-36.597,147.125,2009-04-16T04:28:10,78.7,97,80
-36.585,147.135,2009-04-16T04:28:10,89.5,98,84
-36.587,147.122,2009-04-16T04:28:10,52.7,90,67
-37.451,148.485,2009-04-16T04:28:00,32.5,81,54
-37.433,148.526,2009-04-16T04:28:00,33.3,81,54
-37.093,148.855,2009-04-16T04:28:00,53.7,89,66
-37.243,147.563,2009-04-16T04:28:00,58.2,91,69
-37.246,147.549,2009-04-16T04:28:00,148.1,100,103
-37.248,147.536,2009-04-16T04:28:00,50.8,88,64
-37.234,147.56,2009-04-16T04:28:00,103.1,100,89
-37.238,147.533,2009-04-16T04:28:00,199.8,100,115
-37.224,147.558,2009-04-16T04:28:00,65.2,82,75
-37.226,147.544,2009-04-16T04:28:00,161,100,107
-37.229,147.531,2009-04-16T04:28:00,78.2,96,80
-37.223,147.551,2009-04-16T04:28:00,71.5,95,77
-37.225,147.537,2009-04-16T04:28:00,110.1,100,92
-37.215,147.535,2009-04-16T04:28:00,41.5,86,61
-37.788,148.392,2009-04-16T04:27:50,104,94,89
-37.721,148.308,2009-04-16T04:27:50,77.8,97,80
-37.711,148.305,2009-04-16T04:27:50,50.4,89,66
-36.585,147.168,2009-04-14T15:43:30,32,100,50
-36.362,141.598,2009-04-14T04:40:50,78.2,98,84
-36.271,141.467,2009-04-14T04:40:50,49.3,92,71
-36.273,141.456,2009-04-14T04:40:50,47.1,92,70
-36.147,146.174,2009-04-14T04:40:40,44.4,89,65
-36.359,145.595,2009-04-14T04:40:30,70.9,97,81
-36.362,145.58,2009-04-14T04:40:30,32.8,87,62
-37.863,147.076,2009-04-14T04:40:10,33.6,84,59
-37.862,147.069,2009-04-14T04:40:10,26.1,80,53
-37.865,146.211,2009-04-14T04:40:10,195.5,100,114
-37.855,146.207,2009-04-14T04:40:10,110.3,100,91
-37.847,146.214,2009-04-14T04:40:10,39.2,83,58
-37.85,146.199,2009-04-14T04:40:10,44,86,61
-37.844,145.937,2009-04-14T04:40:10,124.4,100,96
-37.81,145.943,2009-04-14T04:40:10,38.2,84,58
-37.822,145.882,2009-04-14T04:40:10,55,90,68
-37.803,145.952,2009-04-14T04:40:10,36.4,83,57
-37.817,145.875,2009-04-14T04:40:10,44.2,86,61
-37.242,147.56,2009-04-14T04:40:10,63.7,93,75
-37.627,142.978,2009-04-12T04:52:40,25.6,81,55
-37.963,143.286,2009-04-12T04:52:30,25,80,54
-37.795,143.189,2009-04-12T04:52:30,114.2,100,95
-37.798,143.173,2009-04-12T04:52:30,43.9,90,67
-38.046,143.953,2009-04-12T04:52:30,76,97,82
-38,143.355,2009-04-12T04:52:30,57.4,94,74
-37.714,146.071,2009-04-12T00:34:10,69.1,93,73
-37.715,146.084,2009-04-12T00:34:10,80.8,96,79
-38.014,143.537,2009-04-11T04:09:50,35.5,88,64
-38.015,143.519,2009-04-11T04:09:50,23.5,82,56
-38.003,143.535,2009-04-11T04:09:50,21.5,81,54
-38.004,143.53,2009-04-11T04:09:50,36.5,88,64
-37.672,143.553,2009-04-11T04:09:50,33.1,83,57
-38.077,143.944,2009-04-11T04:09:40,72.1,96,79
-37.93,143.702,2009-04-10T05:04:40,40.2,88,64
-36.71,145.404,2009-04-09T04:22:20,45.8,92,71
-36.712,145.392,2009-04-09T04:22:20,24.7,84,59
-36.694,145.267,2009-04-09T04:22:20,19.3,80,54
-36.295,147.729,2009-04-09T04:22:20,53.6,91,69
-36.197,145.904,2009-04-09T04:22:20,20.2,81,55
-36.13,146.107,2009-04-09T04:22:20,39.3,90,68
-36.132,146.096,2009-04-09T04:22:20,58.5,95,77
-36.172,145.76,2009-04-09T04:22:20,53,94,75
-36.072,145.938,2009-04-09T04:22:20,18.6,81,55
-37.769,143.039,2009-04-09T04:22:10,23.1,81,55
-37.771,143.026,2009-04-09T04:22:10,30.3,85,60
-37.653,143.251,2009-04-09T04:22:10,117.9,100,97
-37.654,143.238,2009-04-09T04:22:10,128,100,100
-37.658,142.241,2009-04-09T04:22:10,23.6,81,55
-37.288,143.327,2009-04-09T04:22:10,125.9,100,98
-37.409,145.923,2009-04-09T04:22:00,143.4,100,101
-37.408,145.865,2009-04-09T04:22:00,45.1,86,61
-37.41,145.853,2009-04-09T04:22:00,53.6,89,66
-37.399,145.863,2009-04-09T04:22:00,125.9,100,95
-37.401,145.851,2009-04-09T04:22:00,182.6,100,111
-37.93,143.576,2009-04-09T04:22:00,27.6,85,59
-37.932,143.563,2009-04-09T04:22:00,103.7,100,93
-37.073,148.74,2009-04-09T04:22:00,102,94,90
-37.075,148.727,2009-04-09T04:22:00,60,93,72
-37.408,145.934,2009-04-09T04:22:00,40.6,84,58
-37.779,147.036,2009-04-09T04:21:50,84,98,83
-37.78,147.025,2009-04-09T04:21:50,63.8,94,74
-37.205,148.97,2009-04-08T03:39:10,153.5,100,104
-37.135,147.685,2009-04-08T03:39:10,146.2,100,103
-36.101,146.096,2009-04-07T04:34:40,93.9,100,90
-36.103,146.082,2009-04-07T04:34:40,80.1,99,85
-36.134,147.578,2009-04-07T04:34:30,63.9,93,73
-36.137,147.563,2009-04-07T04:34:30,50.9,89,66
-36.123,147.575,2009-04-07T04:34:30,55.8,86,69
-36.126,147.56,2009-04-07T04:34:30,49.8,89,66
-38.556,143.819,2009-04-02T13:36:30,18.7,88,42
-38.546,143.817,2009-04-02T13:36:30,25,100,49
-38.547,143.81,2009-04-02T13:36:30,24.9,100,49
-36.234,146.016,2009-04-02T04:16:20,13.3,82,56
-36.211,146.046,2009-04-02T04:16:20,24,87,63
-36.165,145.785,2009-04-02T04:16:20,87.4,100,91
-36.166,145.773,2009-04-02T04:16:20,182,100,116
-36.119,145.986,2009-04-02T04:16:20,124,100,102
-36.121,145.975,2009-04-02T04:16:20,12.5,82,56
-36.052,145.679,2009-04-02T04:16:20,11.9,81,54
-36.728,147.596,2009-04-02T04:16:10,26.3,80,53
-37.696,149.416,2009-04-02T04:15:50,29.3,81,55
-37.698,149.404,2009-04-02T04:15:50,51.2,91,70
-37.713,149.309,2009-04-02T04:15:50,46.9,91,68
-37.704,149.307,2009-04-02T04:15:50,68,96,79
-37.684,149.376,2009-04-02T04:15:50,47.8,83,69
-37.674,149.373,2009-04-02T04:15:50,39.2,82,64
-37.667,149.359,2009-04-02T04:15:50,31.4,84,60
-37.598,149.447,2009-04-02T04:15:50,33.2,86,61
-37.6,149.435,2009-04-02T04:15:50,25.2,81,55
-37.589,149.444,2009-04-02T04:15:50,52.6,93,72
-37.591,149.432,2009-04-02T04:15:50,41.1,89,66
-36.742,147.69,2009-04-01T12:54:10,31.6,100,51
-36.712,147.698,2009-04-01T12:54:10,25.2,96,45
-38.531,143.786,2009-04-01T12:53:50,26.5,100,48
-38.519,143.784,2009-04-01T12:53:50,27.4,100,49
-38.528,143.78,2009-04-01T12:53:50,32,100,52
-38.516,143.778,2009-04-01T12:53:50,31.6,100,52
-37.693,149.416,2009-04-01T12:53:50,43.7,100,60
-37.695,149.404,2009-04-01T12:53:50,23.3,80,46
-37.696,149.249,2009-04-01T12:53:50,25,99,47
-36.97,141.032,2009-04-01T05:11:10,18.6,81,55
-36.979,140.987,2009-04-01T05:11:10,18.5,82,56
-36.965,141.049,2009-04-01T05:11:10,17.2,80,54
-36.979,140.982,2009-04-01T05:11:10,27.5,86,62
-38.085,141.319,2009-04-01T05:11:00,53.9,81,73
-38.056,141.333,2009-04-01T05:11:00,35.3,86,61
-37.648,143.441,2009-04-01T05:10:50,22.4,82,56
-37.652,143.468,2009-04-01T05:10:50,25.5,83,57
-37.99,141.223,2009-03-31T15:32:10,19.5,80,40
-38.002,141.231,2009-03-31T15:32:10,30.7,100,49
-37.992,141.25,2009-03-31T15:32:10,31.2,100,50
-37.998,141.261,2009-03-31T15:32:10,65.5,100,71
-37.994,141.268,2009-03-31T15:32:10,189.6,100,112
-38.005,141.276,2009-03-31T15:32:10,48,100,61
-38.012,141.287,2009-03-31T15:32:10,34.4,100,51
-37.936,141.139,2009-03-31T15:32:00,113.1,100,90
-37.917,141.178,2009-03-31T15:32:00,21.7,84,41
-37.939,141.152,2009-03-31T15:32:00,102.8,100,87
-37.93,141.171,2009-03-31T15:32:00,236.4,100,122
-37.941,141.179,2009-03-31T15:32:00,52.4,100,65
-37.931,141.198,2009-03-31T15:32:00,20,81,42
-37.944,141.168,2009-03-31T15:32:00,95.7,100,84
-37.935,141.187,2009-03-31T15:32:00,207.1,100,116
-37.946,141.194,2009-03-31T15:32:00,74.6,100,76
-37.937,141.213,2009-03-31T15:32:00,22.2,90,44
-37.981,141.242,2009-03-31T15:32:00,220.9,100,119
-37.972,141.261,2009-03-31T15:32:00,35.9,100,54
-37.95,141.18,2009-03-31T15:32:00,45.9,100,60
-37.94,141.199,2009-03-31T15:32:00,105.4,100,88
-37.951,141.206,2009-03-31T15:32:00,174.7,100,109
-37.942,141.225,2009-03-31T15:32:00,36.3,100,54
-37.987,141.254,2009-03-31T15:32:00,192.5,100,113
-37.977,141.273,2009-03-31T15:32:00,67.8,100,73
-37.985,141.287,2009-03-31T15:32:00,95.2,100,85
-37.994,141.268,2009-03-31T15:32:00,189.6,100,112
-38.106,141.391,2009-03-31T13:49:00,38.5,100,56
-38.108,141.376,2009-03-31T13:49:00,138.8,100,99
-38.098,141.373,2009-03-31T13:49:00,28.4,100,48
-36.723,145.287,2009-03-31T04:28:30,103.9,100,95
-37.171,141.738,2009-03-31T04:28:30,19.2,83,57
-37.172,141.725,2009-03-31T04:28:30,32.2,89,65
-36.26,145.61,2009-03-31T04:28:30,19.6,83,58
-36.262,145.598,2009-03-31T04:28:30,33.9,89,66
-36.251,145.607,2009-03-31T04:28:30,24.3,86,60
-36.253,145.596,2009-03-31T04:28:30,46.5,93,73
-37.942,141.916,2009-03-31T04:28:20,24.8,85,60
-37.48,143.161,2009-03-31T04:28:20,58.1,96,78
-37.482,143.149,2009-03-31T04:28:20,83.1,100,88
-36.776,145.425,2009-03-31T04:28:20,15.7,82,56
-38.07,144.021,2009-03-31T04:28:10,17.4,80,54
-38.055,142.552,2009-03-31T04:28:10,25.7,86,61
-38.131,141.355,2009-03-31T04:28:10,61.7,95,76
-38.134,141.328,2009-03-31T04:28:10,47.7,92,70
-38.136,141.314,2009-03-31T04:28:10,66.3,96,78
-38.121,141.353,2009-03-31T04:28:10,94.1,100,89
-38.045,141.903,2009-03-31T04:28:10,39,89,66
-38.047,141.89,2009-03-31T04:28:10,43.3,90,68
-38.105,141.322,2009-03-31T04:28:10,42.2,88,66
-37.495,145.494,2009-03-31T04:28:10,131.7,100,98
-37.734,149.329,2009-03-31T04:28:00,43.3,82,64
-37.703,149.436,2009-03-31T04:28:00,97.8,100,88
-37.692,149.433,2009-03-31T04:28:00,101.8,100,89
-37.644,149.379,2009-03-31T04:28:00,65,93,77
-37.647,149.363,2009-03-31T04:28:00,145.5,100,105
-37.63,149.392,2009-03-31T04:28:00,34.7,83,61
-37.633,149.376,2009-03-31T04:28:00,108.4,100,94
-37.636,149.36,2009-03-31T04:28:00,105.8,100,93
-37.605,149.469,2009-03-31T04:28:00,43.7,88,65
-37.608,149.453,2009-03-31T04:28:00,78.9,98,82
-37.593,149.415,2009-03-31T04:28:00,186.3,100,114
-37.596,149.399,2009-03-31T04:28:00,180.1,94,112
-37.6,149.401,2009-03-31T00:09:40,151.7,100,106
-37.601,149.413,2009-03-31T00:09:40,34.2,86,61
-37.713,149.288,2009-03-31T00:09:40,39.6,82,63
-37.599,149.46,2009-03-31T00:09:30,41.3,80,65
-37.6,149.401,2009-03-31T00:09:30,151.7,100,106
-37.601,149.413,2009-03-31T00:09:30,34.2,86,61
-36.722,147.695,2009-03-30T13:06:20,31.2,100,49
-36.724,147.683,2009-03-30T13:06:20,26.2,97,46
-36.628,146.945,2009-03-30T13:06:20,19.7,84,41
-38.129,141.32,2009-03-30T13:06:10,36.7,100,56
-37.724,149.341,2009-03-30T13:06:00,28.8,100,50
-37.726,149.329,2009-03-30T13:06:00,69.4,100,74
-37.702,149.298,2009-03-30T13:06:00,19.6,80,44
-37.706,149.274,2009-03-30T13:06:00,31.5,100,53
-37.693,149.296,2009-03-30T13:06:00,28.8,80,52
-37.67,149.377,2009-03-30T13:06:00,20,88,42
-37.672,149.365,2009-03-30T13:06:00,37.4,100,56
-37.665,149.369,2009-03-30T13:06:00,21.2,92,44
-37.675,149.309,2009-03-30T13:06:00,18.8,81,40
-37.645,149.376,2009-03-30T13:06:00,25.4,93,49
-37.625,149.384,2009-03-30T13:06:00,45.1,100,66
-37.627,149.372,2009-03-30T13:06:00,56.7,100,70
-37.629,149.36,2009-03-30T13:06:00,170.4,100,109
-37.63,149.348,2009-03-30T13:06:00,98.2,100,87
-37.602,149.465,2009-03-30T13:06:00,46.5,100,62
-37.604,149.453,2009-03-30T13:06:00,30.5,100,53
-37.619,149.357,2009-03-30T13:06:00,53.5,100,69
-37.621,149.345,2009-03-30T13:06:00,71.8,100,77
-37.593,149.463,2009-03-30T13:06:00,38.1,100,58
-37.61,149.355,2009-03-30T13:06:00,61.3,100,72
-37.612,149.343,2009-03-30T13:06:00,34.7,100,56
-37.584,149.46,2009-03-30T13:06:00,25.8,100,48
-37.585,149.448,2009-03-30T13:06:00,30.2,100,52
-37.599,149.364,2009-03-30T13:06:00,47.4,100,63
-37.601,149.352,2009-03-30T13:06:00,78.9,100,79
-37.603,149.34,2009-03-30T13:06:00,33.8,100,54
-37.576,149.446,2009-03-30T13:06:00,25.6,100,47
-38.132,141.323,2009-03-30T05:23:00,49.1,89,65
-38.135,141.32,2009-03-30T05:23:00,44.5,87,63
-38.121,141.314,2009-03-30T05:23:00,41.4,86,61
-37.298,149.354,2009-03-30T03:45:20,108.1,100,93
-37.289,149.335,2009-03-30T03:45:20,66.9,95,76
-37.646,149.392,2009-03-30T03:45:10,86.1,99,85
-37.647,149.373,2009-03-30T03:45:10,84.5,99,85
-37.634,149.39,2009-03-30T03:45:10,157.5,100,108
-37.621,149.407,2009-03-30T03:45:10,71.7,97,80
-37.625,149.369,2009-03-30T03:45:10,201.2,100,117
-37.603,149.477,2009-03-30T03:45:10,53.7,92,70
-37.605,149.459,2009-03-30T03:45:10,151.1,100,105
-37.594,149.458,2009-03-30T03:45:10,93.6,100,88
-37.6,149.384,2009-03-30T03:45:10,34.5,80,63
-37.604,149.471,2009-03-30T03:45:10,95.7,100,88
-37.606,149.453,2009-03-30T03:45:10,64.5,95,77
-37.593,149.469,2009-03-30T03:45:10,49.8,90,68
-37.595,149.451,2009-03-30T03:45:10,65.9,95,77
-37.6,149.396,2009-03-30T03:45:10,38.8,87,63
-37.583,149.45,2009-03-30T03:45:10,84.6,98,84
-38.123,141.321,2009-03-30T01:05:10,153.4,100,104
-38.125,141.341,2009-03-30T01:05:10,195.2,100,114
-38.137,141.339,2009-03-30T01:05:10,75.2,96,78
-37.578,149.45,2009-03-29T23:27:00,41,85,60
-37.577,149.465,2009-03-29T15:43:50,46,100,61
-37.569,149.459,2009-03-29T15:43:50,19.6,80,40
-37.581,149.457,2009-03-29T15:43:50,22.6,91,44
-37.583,149.478,2009-03-29T15:43:50,33.4,100,53
-36.626,146.941,2009-03-29T15:43:40,23.9,95,45
-36.729,147.683,2009-03-29T15:43:40,20.2,81,41
-37.577,149.46,2009-03-29T12:23:10,38.1,100,56
-35.238,141.084,2009-03-29T04:41:10,11.5,82,56
-38.14,141.332,2009-03-29T04:40:30,42.2,87,63
-37.788,143.397,2009-03-29T04:40:30,30.7,86,61
-37.79,143.385,2009-03-29T04:40:30,37.7,89,66
-37.877,141.553,2009-03-29T04:40:30,24.5,80,54
-36.827,145.403,2009-03-29T04:40:30,70.7,98,83
-37.974,145.39,2009-03-29T04:40:20,60.9,93,73
-37.874,145.881,2009-03-29T04:40:20,41.6,86,61
-37.876,145.866,2009-03-29T04:40:20,31,81,55
-37.847,145.928,2009-03-29T04:40:20,103.1,100,89
-37.849,145.912,2009-03-29T04:40:20,38,84,58
-38.064,144.035,2009-03-29T04:40:20,198.3,100,118
-38.066,144.022,2009-03-29T04:40:20,186,100,115
-37.357,147.581,2009-03-29T04:40:20,52,90,67
-37.361,147.562,2009-03-29T04:40:20,56.7,91,70
-37.36,147.576,2009-03-29T04:40:20,62.7,93,73
-37.326,147.504,2009-03-29T04:40:20,63,94,75
-37.966,143.381,2009-03-29T04:40:20,37.5,90,67
-37.899,143.457,2009-03-29T04:40:20,47.5,93,73
-38.013,142.673,2009-03-29T04:40:20,22.9,81,55
-37.667,149.4,2009-03-29T04:40:10,86.2,98,84
-37.672,149.376,2009-03-29T04:40:10,99.5,100,89
-37.664,149.349,2009-03-29T04:40:10,62.5,93,75
-37.652,149.344,2009-03-29T04:40:10,91.9,100,87
-37.654,149.34,2009-03-29T04:40:10,40.7,87,62
-37.736,149.332,2009-03-29T04:40:00,60.1,90,73
-37.737,149.324,2009-03-29T04:40:00,48.5,90,67
-36.732,147.676,2009-03-29T00:21:40,31,80,53
-37.572,149.478,2009-03-28T15:01:00,77.2,100,77
-37.874,145.879,2009-03-28T13:18:20,56.3,100,66
-37.723,145.54,2009-03-28T13:18:20,22.7,88,42
-37.729,149.295,2009-03-28T13:18:10,27.3,81,48
-37.576,149.472,2009-03-28T13:18:10,76.5,100,77
-37.585,149.424,2009-03-28T13:18:10,39.1,100,56
-37.588,149.408,2009-03-28T13:18:10,35,100,53
-37.603,149.328,2009-03-28T13:18:10,24.6,91,43
-37.566,149.469,2009-03-28T13:18:10,54.7,100,66
-37.59,149.34,2009-03-28T13:18:10,40.6,100,57
-37.593,149.324,2009-03-28T13:18:10,39.7,100,56
-36.419,145.356,2009-03-28T03:58:00,49.8,92,71
-37.87,143.187,2009-03-28T03:57:40,16.6,80,53
-38.389,144.164,2009-03-28T03:57:30,83.7,98,84
-38.375,144.162,2009-03-28T03:57:30,49.9,91,69
-38.364,144.135,2009-03-28T03:57:30,146.6,100,104
-38.363,144.18,2009-03-28T03:57:30,34.1,86,62
-38.367,144.129,2009-03-28T03:57:30,50.2,91,69
-38.352,144.153,2009-03-28T03:57:30,34.6,86,61
-37.874,145.887,2009-03-28T03:57:30,39.5,84,59
-37.876,145.867,2009-03-28T03:57:30,77.3,96,79
-36.703,141.018,2009-03-27T04:53:00,28.3,85,60
-36.7,140.977,2009-03-27T04:53:00,19.6,80,54
-36.691,140.974,2009-03-27T04:53:00,35.9,88,64
-38.374,144.177,2009-03-27T04:52:20,50.7,90,67
-38.373,144.17,2009-03-27T04:52:20,59.5,92,71
-35.682,143.532,2009-03-26T04:10:20,29.2,87,63
-37.559,149.441,2009-03-26T04:09:40,35.9,85,60
-37.551,149.44,2009-03-25T12:47:40,20.9,86,42
-37.547,149.442,2009-03-24T04:21:50,27.9,80,54
-36.717,147.619,2009-03-23T13:00:10,23,85,44
-36.695,147.638,2009-03-23T13:00:10,22.2,90,43
-36.697,147.626,2009-03-23T13:00:10,21.8,89,43
-36.731,147.631,2009-03-23T03:39:20,34.3,84,58
-37.553,149.46,2009-03-23T03:39:00,41.4,82,62
-37.57,149.454,2009-03-22T15:37:40,75.5,100,76
-37.571,149.47,2009-03-22T15:37:40,31.8,100,51
-37.609,142.175,2009-03-20T04:46:30,29.1,88,63
-37.208,147.465,2009-03-20T04:46:20,153.1,94,105
-37.997,142.798,2009-03-20T04:46:20,33,87,63
-37.344,147.584,2009-03-20T00:27:50,143.8,100,102
-37.399,147.708,2009-03-19T04:03:40,51.4,91,69
-37.389,147.707,2009-03-19T04:03:40,68.8,95,77
-37.151,148.875,2009-03-19T04:03:40,38.1,87,62
-37.26,147.939,2009-03-19T04:03:40,89.8,99,85
-37.262,147.926,2009-03-19T04:03:40,89.4,99,85
-37.251,147.937,2009-03-19T04:03:40,40.2,85,60
-37.542,147.877,2009-03-19T04:03:30,152.7,100,106
-37.543,147.864,2009-03-19T04:03:30,46.8,91,68
-37.532,147.876,2009-03-19T04:03:30,156.6,100,107
-37.534,147.862,2009-03-19T04:03:30,66.1,96,78
-37.099,148.073,2009-03-10T04:09:40,75.2,96,78
-37.4,146.065,2009-03-02T04:58:20,42.5,88,64
-37.389,146.084,2009-03-02T04:58:20,68,96,78
