station,date,air_temperature_celcius,relative_humidity,wind_speed_knots
2002-022A,2014-01-29,17,50.8,9
2002-022A,2014-01-30,18,53.5,8.8
2002-022A,2014-01-31,19,56.1,6.9
2002-022A,2014-02-01,18,57,7.4
2002-022A,2014-02-02,22,58,6.9
2002-022A,2014-02-03,20,55.8,10.5
2002-022A,2014-02-04,16,48.4,8.1
2002-022A,2014-02-05,16,48.9,5.4
2002-022A,2014-02-06,18,53,6.6
2002-022A,2014-02-07,18,54.4,5.7
2002-022A,2014-02-08,26,53.7,8.7
2002-022A,2014-02-09,21,64.5,10.6
2002-022A,2014-02-10,16,48.1,9.3
2002-022A,2014-02-11,20,57.4,10.9
2002-022A,2014-02-12,31,61.9,14.1
2002-022A,2014-02-13,22,62.7,7.6
2002-022A,2014-02-14,21,60.4,6.8
2002-022A,2014-02-15,19,53.8,9.2
2002-022A,2014-02-16,16,48.3,14.4
2002-022A,2014-02-17,16,53.6,12.1
2002-022A,2014-02-18,14,48.5,7.3
2002-022A,2014-02-19,22,53.4,10.9
2002-022A,2014-02-20,18,53.6,7.2
2002-022A,2014-02-21,18,49.4,9.3
2002-022A,2014-02-22,15,44.6,9.7
2002-022A,2014-02-23,13,48.5,10.7
2002-022A,2014-02-24,15,49.1,9.6
2002-022A,2014-02-25,16,51,6
2002-022A,2014-02-26,23,49.6,10
2002-022A,2014-02-27,18,55.5,8.9
2002-022A,2014-02-28,16,48.3,9.4
2002-022A,2014-03-01,17,52.6,10.3
2002-022A,2014-03-02,21,54.9,7.4
2002-022A,2014-03-03,24,55.6,5.9
2002-022A,2014-03-04,23,54.1,5.7
2002-022A,2014-03-05,21,57.3,5.4
2002-022A,2014-03-06,20,62.6,10.1
2002-022A,2014-03-07,21,59.5,12.4
2002-022A,2014-03-08,22,62,7.9
2002-022A,2014-03-09,20,58.8,11.5
2002-022A,2014-03-10,20,52.9,17
2002-022A,2014-03-11,19,51.5,10.2
2002-022A,2014-03-12,21,51.7,7.2
2002-022A,2014-03-13,23,53.4,6.1
2002-022A,2014-03-14,19,60.2,6.4
2002-022A,2014-03-15,20,59.7,8.6
2002-022A,2014-03-16,21,58.1,5.3
2002-022A,2014-03-17,20,62.2,7.1
2002-022A,2014-03-18,25,58.3,7.1
2002-022A,2014-03-19,28,58.4,11.9
2002-022A,2014-03-20,18,53.3,10.8
2002-022A,2014-03-21,18,51.1,8.1
2002-022A,2014-03-22,21,52.8,4.1
2002-022A,2014-03-23,24,55.2,5.8
2002-022A,2014-03-24,23,63.8,7.1
2002-022A,2014-03-25,20,67.4,8.5
2002-022A,2014-03-26,18,57.5,16.1
2002-022A,2014-03-27,18,55.6,12.8
2002-022A,2014-03-28,20,58.4,6.1
2002-022A,2014-03-29,23,61.9,8
2002-022A,2014-03-30,23,60.6,10.1
2002-022A,2014-03-31,17,53.4,9.4
2002-022A,2014-04-01,18,50.6,6
2002-022A,2014-04-02,17,49.9,12.2
2002-022A,2014-04-03,13,47,7.9
2002-022A,2014-04-04,14,45.8,6.5
2002-022A,2014-04-05,14,45.7,9.2
2002-022A,2014-04-06,12,43.4,9.3
2002-022A,2014-04-07,15,47.7,5.9
2002-022A,2014-04-08,16,47.5,5.4
2002-022A,2014-04-09,17,47.2,4.9
2002-022A,2014-04-10,19,44.2,7.8
2002-022A,2014-04-11,21,47,13.2
2002-022A,2014-04-12,19,52.8,12.5
2002-022A,2014-04-13,11,48.2,10.8
2002-022A,2014-04-14,14,50.4,12.8
2002-022A,2014-04-15,14,52.5,7
2002-022A,2014-04-16,14,52.4,6.7
2002-022A,2014-04-17,16,54.9,5.9
2002-022A,2014-04-18,13,48.5,5.3
2002-022A,2014-04-19,12,44,4.7
2002-022A,2014-04-20,15,49.3,3.6
2002-022A,2014-04-21,13,51.4,4.6
2002-022A,2014-04-22,15,56.1,5.1
2002-022A,2014-04-23,22,52.8,9.1
2002-022A,2014-04-24,20,53.5,7.2
2002-022A,2014-04-25,17,58.1,11.7
2002-022A,2014-04-26,18,58.9,5.5
2002-022A,2014-04-27,17,59.3,4.2
2002-022A,2014-04-28,19,60.5,7
2002-022A,2014-04-29,14,52.8,9.3
2002-022A,2014-04-30,11,40.8,12.2
2002-022A,2014-05-01,12,48.2,7.3
2002-022A,2014-05-02,16,54.8,8.3
2002-022A,2014-05-03,15,51.9,6.6
2002-022A,2014-05-04,15,45.6,10.2
2002-022A,2014-05-05,14,49.2,10.5
2002-022A,2014-05-06,10,42.6,8.9
2002-022A,2014-05-07,10,43.1,4.7
2002-022A,2014-05-08,10,43.3,2.6
2002-022A,2014-05-09,14,47.4,7.1
2002-022A,2014-05-10,12,45.1,11.9
2002-022A,2014-05-11,12,45,10.5
2002-022A,2014-05-12,12,49.9,6.1
2002-022A,2014-05-13,12,49,4.6
2002-022A,2014-05-14,10,45.7,3.7
2002-022A,2014-05-15,9,45.3,2.5
2002-022A,2014-05-16,14,47.9,5.3
2002-022A,2014-05-17,9,44,2.8
2002-022A,2014-05-18,10,46.8,5.3
2002-022A,2014-05-19,10,47,5.2
2002-022A,2014-05-20,12,48.8,4.2
2002-022A,2014-05-21,13,49.4,3.8
2002-022A,2014-05-22,14,49.9,6.8
2002-022A,2014-05-23,12,51.6,3.4
2002-022A,2014-05-24,14,50.1,8.7
2002-022A,2014-05-25,14,51,9.9
2002-022A,2014-05-26,17,48.7,10.5
2002-022A,2014-05-27,15,49.9,7.9
2002-022A,2014-05-28,14,48.4,7.5
2002-022A,2014-05-29,14,50.7,8.6
2002-022A,2014-05-30,13,48.5,7.1
2002-022A,2014-05-31,14,48.1,13.7
2002-022A,2014-06-01,9,41.2,10
2002-022A,2014-06-02,12,42.8,12.1
2002-022A,2014-06-03,8,41.6,8.3
2002-022A,2014-06-04,11,43.8,6.5
2002-022A,2014-06-05,11,43.2,5.5
2002-022A,2014-06-06,12,47,4.8
2002-022A,2014-06-07,8,43.3,3.9
2002-022A,2014-06-08,9,43.2,4.9
2002-022A,2014-06-09,12,47.6,9.1
2002-022A,2014-06-10,9,40.8,6.7
2002-022A,2014-06-11,8,40.7,5.3
2002-022A,2014-06-12,10,46.3,4.6
2002-022A,2014-06-13,10,47.1,4.6
2002-022A,2014-06-14,8,44.5,4.7
2002-022A,2014-06-15,10,44.9,5.5
2002-022A,2014-06-16,12,49.4,4.4
2002-022A,2014-06-17,8,43.1,3.4
2002-022A,2014-06-18,11,46.4,6.5
2002-022A,2014-06-19,11,45.4,5.2
2002-022A,2014-06-20,8,42.6,2
2002-022A,2014-06-21,10,45.6,4.5
2002-022A,2014-06-22,10,47.9,4.1
2002-022A,2014-06-23,11,45.1,5.6
2002-022A,2014-06-24,11,45.3,10.6
2002-022A,2014-06-25,10,45.9,3.2
2002-022A,2014-06-26,10,41.4,9.4
2002-022A,2014-06-27,11,43.9,11.2
2002-022A,2014-06-28,10,37.9,8.5
2002-022A,2014-06-29,11,44.2,8.7
2002-022A,2014-06-30,10,45.7,3.6
2002-022A,2014-07-01,9,41,8.2
2002-022A,2014-07-02,10,43.7,7.2
2002-022A,2014-07-03,10,42.1,9.4
2002-022A,2014-07-04,5,34.9,4.3
2002-022A,2014-07-05,5,33.1,5.8
2002-022A,2014-07-06,6,30.8,5.7
2002-022A,2014-07-07,11,45.1,11.5
2002-022A,2014-07-08,12,47.2,8.8
2002-022A,2014-07-09,9,42.4,7.2
2002-022A,2014-07-10,9,40.1,7.5
2002-022A,2014-07-11,9,41.2,9.8
2002-022A,2014-07-12,9,42.8,9.3
2002-022A,2014-07-13,10,39.4,9.6
2002-022A,2014-07-14,10,44.4,5.6
2002-022A,2014-07-15,6,39,1.8
2002-022A,2014-07-16,9,39,5.6
2002-022A,2014-07-17,12,40.7,16.7
2002-022A,2014-07-18,9,40,8.6
2002-022A,2014-07-19,6,37.1,5.8
2002-022A,2014-07-20,10,35.6,14.5
2002-022A,2014-07-21,12,41.8,14.7
2002-022A,2014-07-22,10,44.8,8.8
2002-022A,2014-07-23,10,43.5,12
2002-022A,2014-07-24,7,40.5,8.1
2002-022A,2014-07-25,8,39.3,7.7
2002-022A,2014-07-26,11,35.3,18.2
2002-022A,2014-07-27,10,44.7,8
2002-022A,2014-07-28,12,44.7,11.4
2002-022A,2014-07-29,13,44,13.6
2002-022A,2014-07-30,8,43.8,7.3
2002-022A,2014-07-31,11,43.5,13.1
2002-022A,2014-08-01,11,40.5,13.4
2002-022A,2014-08-02,15,41.5,17
2002-022A,2014-08-03,9,42,4.6
2002-022A,2014-08-04,7,40.5,3.1
2002-022A,2014-08-05,7,40.7,3.7
2002-022A,2014-08-06,5,38.6,1.8
2002-022A,2014-08-07,8,44.6,3.9
2002-022A,2014-08-08,10,41,14.1
2002-022A,2014-08-09,11,40.4,19.3
2002-022A,2014-08-10,9,41.1,12.7
2002-022A,2014-08-11,9,42.9,8.9
2002-022A,2014-08-12,12,44.9,7.9
2002-022A,2014-08-13,14,43.7,17
2002-022A,2014-08-14,15,41.6,15
2002-022A,2014-08-15,12,43.9,12
2002-022A,2014-08-16,12,47,7.7
2002-022A,2014-08-17,15,41.2,13.8
2002-022A,2014-08-18,14,44.6,7.7
2002-022A,2014-08-19,14,49.9,13.7
2002-022A,2014-08-20,13,42.5,14
2002-022A,2014-08-21,10,39.9,12.6
2002-022A,2014-08-22,8,41,11
2002-022A,2014-08-23,7,37.9,5.7
2002-022A,2014-08-24,8,37.2,5.5
2002-022A,2014-08-25,9,40.4,6.9
2002-022A,2014-08-26,12,43.3,7
2002-022A,2014-08-27,10,44.1,7.3
2002-022A,2014-08-28,9,42.2,6.4
2002-022A,2014-08-29,12,40.4,5.9
2002-022A,2014-08-30,11,39.7,11.8
2002-022A,2014-08-31,7,37.2,6.2
2002-022A,2014-09-01,8,40.8,5.5
2002-022A,2014-09-02,10,41.4,6.9
2002-022A,2014-09-03,8,39.3,4.7
2002-022A,2014-09-04,8,36.3,6.3
2002-022A,2014-09-05,13,38.4,11.5
2002-022A,2014-09-06,17,38.7,16.8
2002-022A,2014-09-07,12,41,12.9
2002-022A,2014-09-08,8,35,14.4
2002-022A,2014-09-09,8,38.6,12.8
2002-022A,2014-09-10,10,43.7,9.5
2002-022A,2014-09-11,10,43.6,9.7
2002-022A,2014-09-12,9,41.9,9.2
2002-022A,2014-09-13,9,43.9,5.7
2002-022A,2014-09-14,11,41.7,8.7
2002-022A,2014-09-15,14,47.4,10.6
2002-022A,2014-09-16,13,51.1,6
2002-022A,2014-09-17,9,40.1,12.1
2002-022A,2014-09-18,12,44.5,11.1
2002-022A,2014-09-19,11,46.2,10.5
2002-022A,2014-09-20,9,37.9,9.1
2002-022A,2014-09-21,14,36,15.9
2002-022A,2014-09-22,14,39.3,17.7
2002-022A,2014-09-23,9,41.2,6.7
2002-022A,2014-09-24,14,41.7,12.3
2002-022A,2014-09-25,15,47.3,8.6
2002-022A,2014-09-26,20,43.6,10.3
2002-022A,2014-09-27,17,46.3,11.7
2002-022A,2014-09-28,14,44,14.4
2002-022A,2014-09-29,9,42.1,7.6
2002-022A,2014-09-30,11,40.8,6.4
2002-022A,2014-10-01,15,44.8,8.3
2002-022A,2014-10-02,13,43.6,9
2002-022A,2014-10-03,14,41.6,13.1
2002-022A,2014-10-04,11,41.6,7.9
2002-022A,2014-10-05,12,47.9,6.7
2002-022A,2014-10-06,11,44.2,5.8
2002-022A,2014-10-07,13,46.2,5.6
2002-022A,2014-10-08,19,50.3,7.7
2002-022A,2014-10-09,12,47.5,15
2002-022A,2014-10-10,11,45.3,8.5
2002-022A,2014-10-11,17,46.4,9.5
2002-022A,2014-10-12,18,54.6,12
2002-022A,2014-10-13,12,44.4,7.8
2002-022A,2014-10-14,13,42.5,8
2002-022A,2014-10-15,15,48.2,14.7
2002-022A,2014-10-16,15,44.5,10.2
2002-022A,2014-10-17,12,44.2,6.2
2002-022A,2014-10-18,11,43.2,5.9
2002-022A,2014-10-19,13,50.7,6.1
2002-022A,2014-10-20,19,54.3,5.9
2002-022A,2014-10-21,22,46.8,8
2002-022A,2014-10-22,26,52.2,13.7
2002-022A,2014-10-23,15,51,9.6
2002-022A,2014-10-24,13,42,11.4
2002-022A,2014-10-25,12,47.3,9.7
2002-022A,2014-10-26,13,50.3,8.6
2002-022A,2014-10-27,14,49.5,6
2002-022A,2014-10-28,15,53.7,6.8
2002-022A,2014-10-29,14,51,9.1
2002-022A,2014-10-30,13,50.4,7.9
2002-022A,2014-10-31,22,46.9,12.9
2002-022A,2014-11-01,15,48.7,8.5
2002-022A,2014-11-02,17,44.9,16.1
2002-022A,2014-11-03,11,43.2,8.1
2002-022A,2014-11-04,13,47.1,8.1
2002-022A,2014-11-05,13,50.1,8.5
2002-022A,2014-11-06,12,43.8,6.7
2002-022A,2014-11-07,11,40.4,9.2
2002-022A,2014-11-08,11,41.4,7.7
2002-022A,2014-11-09,13,43.3,9.4
2002-022A,2014-11-10,13,44.1,12.9
2002-022A,2014-11-11,12,42.7,10
2002-022A,2014-11-12,12,46.6,6.7
2002-022A,2014-11-13,14,50.9,5.9
2002-022A,2014-11-14,18,53.8,6.4
2002-022A,2014-11-15,18,55.6,8.2
2002-022A,2014-11-16,18,53.8,6.7
2002-022A,2014-11-17,24,51.9,7.3
2002-022A,2014-11-18,28,48.3,11.9
2002-022A,2014-11-19,21,58.8,8.8
2002-022A,2014-11-20,18,61.5,5.5
2002-022A,2014-11-21,19,58.7,5.5
2002-022A,2014-11-22,20,58.4,4.7
2002-022A,2014-11-23,22,57,8.5
2002-022A,2014-11-24,24,55.5,7.9
2002-022A,2014-11-25,24,51.8,7.9
2002-022A,2014-11-26,23,49.6,6.3
2002-022A,2014-11-27,24,56.8,5.7
2002-022A,2014-11-28,23,58.8,9.1
2002-022A,2014-11-29,24,60.1,8
2002-022A,2014-11-30,20,60.8,10.4
2002-022A,2014-12-01,17,52.7,7.7
2002-022A,2014-12-02,23,58.8,8.8
2002-022A,2014-12-03,28,56.7,9.3
2002-022A,2014-12-04,26,61,9.3
2002-022A,2014-12-05,17,59,9.4
2002-022A,2014-12-06,15,56.2,16.9
2002-022A,2014-12-07,14,48.2,12.5
2002-022A,2014-12-08,14,48.2,9.1
2002-022A,2014-12-09,17,53,14.6
2002-022A,2014-12-10,16,51.7,7.4
2002-022A,2014-12-11,15,51,9
2002-022A,2014-12-12,15,48.1,7.9
2002-022A,2014-12-13,17,53.6,7.6
2002-022A,2014-12-14,17,53.5,7.3
2002-022A,2014-12-15,17,52,8.8
2002-022A,2014-12-16,19,55.3,6.2
2002-022A,2014-12-17,28,49.9,11
2002-022A,2014-12-18,17,52.5,7.7
2002-022A,2014-12-19,18,52,7.1
2002-022A,2014-12-20,18,53.7,9
2002-022A,2014-12-21,21,58.7,7.8
2002-022A,2014-12-22,25,60.9,6.3
2002-022A,2014-12-23,21,57.4,10.7
2002-022A,2014-12-24,17,51.2,9.9
2002-022A,2014-12-25,17,52.5,5.7
2002-022A,2014-12-26,19,55.8,6
2002-022A,2014-12-27,19,53.9,8.3
2002-022A,2014-12-28,16,47,12
2002-022A,2014-12-29,17,50.4,10.8
2002-022A,2014-12-30,22,55.5,10.3
2002-022A,2014-12-31,28,58.3,9.3
2002-022A,2015-01-01,21,61.1,6.6
2002-022A,2015-01-02,19,59.7,7.4
2002-022A,2015-01-03,16,51.5,8.7
2002-022A,2015-01-04,18,53.6,7.9
2002-022A,2015-01-05,19,52.9,8.1
2002-022A,2015-01-06,19,56.8,7.9
2002-022A,2015-01-07,15,50.7,9.2
2002-022A,2015-01-08,16,53.6,8.1
2002-022A,2015-01-09,24,61.6,7.7
2002-022A,2015-01-10,24,62.3,7
2002-022A,2015-01-11,26,60.8,6.9
2002-022A,2015-01-12,32,54.1,12.8
2002-022A,2015-01-13,20,57.7,9.9
2002-022A,2015-01-14,19,56.3,5.8
2002-022A,2015-01-15,20,57,8.7
2002-022A,2015-01-16,18,53.3,7.9
2002-022A,2015-01-17,22,56.3,8
2002-022A,2015-01-18,19,54.1,11.2
2002-022A,2015-01-19,17,50.4,11.9
2002-022A,2015-01-20,16,50.8,5.8
2002-022A,2015-01-21,24,55.4,5.9
2002-022A,2015-01-22,24,53.4,9.9
2002-022A,2015-01-23,16,46.7,10
2002-022A,2015-01-24,19,57.2,8.9
2002-022A,2015-01-25,16,50.9,12.9
2002-022A,2015-01-26,17,52.5,6.7
2002-022A,2015-01-27,23,59,6
2002-022A,2015-01-28,25,58.3,12.2
2002-022A,2015-01-29,16,48.2,9.9
2002-022A,2015-01-30,17,50.8,9
2002-022A,2015-01-31,18,53.5,8.8
2002-022A,2015-02-01,19,56.1,6.9
2002-022A,2015-02-02,18,57,7.4
2002-022A,2015-02-03,22,58,6.9
2002-022A,2015-02-04,20,55.8,10.5
2002-022A,2015-02-05,16,48.4,8.1
2002-022A,2015-02-06,16,48.9,5.4
2002-022A,2015-02-07,18,53,6.6
2002-022A,2015-02-08,18,54.4,5.7
2002-022A,2015-02-09,26,53.7,8.7
2002-022A,2015-02-10,21,64.5,10.6
2002-022A,2015-02-11,16,48.1,9.3
2002-022A,2015-02-12,20,57.4,10.9
2002-022A,2015-02-13,31,61.9,14.1
2002-022A,2015-02-14,22,62.7,7.6
2002-022A,2015-02-15,21,60.4,6.8
2002-022A,2015-02-16,19,53.8,9.2
2002-022A,2015-02-17,16,48.3,14.4
2002-022A,2015-02-18,16,53.6,12.1
2002-022A,2015-02-19,14,48.5,7.3
2002-022A,2015-02-20,22,53.4,10.9
2002-022A,2015-02-21,18,53.6,7.2
2002-022A,2015-02-22,18,49.4,9.3
2002-022A,2015-02-23,15,44.6,9.7
2002-022A,2015-02-24,13,48.5,10.7
2002-022A,2015-02-25,15,49.1,9.6
2002-022A,2015-02-26,16,51,6
2002-022A,2015-02-27,23,49.6,10
2002-022A,2015-02-28,18,55.5,8.9
2002-022A,2015-03-01,16,48.3,9.4
2002-022A,2015-03-02,17,52.6,10.3
2002-022A,2015-03-03,21,54.9,7.4
2002-022A,2015-03-04,24,55.6,5.9
2002-022A,2015-03-05,23,54.1,5.7
2002-022A,2015-03-06,21,57.3,5.4
2002-022A,2015-03-07,20,62.6,10.1
2002-022A,2015-03-08,21,59.5,12.4
2002-022A,2015-03-09,22,62,7.9
2002-022A,2015-03-10,20,58.8,11.5
2002-022A,2015-03-11,20,52.9,17
2002-022A,2015-03-12,19,51.5,10.2
2002-022A,2015-03-13,21,51.7,7.2
2002-022A,2015-03-14,23,53.4,6.1
2002-022A,2015-03-15,19,60.2,6.4
2002-022A,2015-03-16,20,59.7,8.6
2002-022A,2015-03-17,21,58.1,5.3
2002-022A,2015-03-18,20,62.2,7.1
2002-022A,2015-03-19,25,58.3,7.1
2002-022A,2015-03-20,28,58.4,11.9
2002-022A,2015-03-21,18,53.3,10.8
2002-022A,2015-03-22,18,51.1,8.1
2002-022A,2015-03-23,21,52.8,4.1
2002-022A,2015-03-24,24,55.2,5.8
2002-022A,2015-03-25,23,63.8,7.1
2002-022A,2015-03-26,20,67.4,8.5
2002-022A,2015-03-27,18,57.5,16.1
2002-022A,2015-03-28,18,55.6,12.8
2002-022A,2015-03-29,20,58.4,6.1
2002-022A,2015-03-30,23,61.9,8
2002-022A,2015-03-31,23,60.6,10.1
2002-022A,2015-04-01,17,53.4,9.4
2002-022A,2015-04-02,18,50.6,6
2002-022A,2015-04-03,17,49.9,12.2
2002-022A,2015-04-04,13,47,7.9
2002-022A,2015-04-05,14,45.8,6.5
2002-022A,2015-04-06,14,45.7,9.2
2002-022A,2015-04-07,12,43.4,9.3
2002-022A,2015-04-08,15,47.7,5.9
2002-022A,2015-04-09,16,47.5,5.4
2002-022A,2015-04-10,17,47.2,4.9
2002-022A,2015-04-11,19,44.2,7.8
2002-022A,2015-04-12,21,47,13.2
2002-022A,2015-04-13,19,52.8,12.5
2002-022A,2015-04-14,11,48.2,10.8
2002-022A,2015-04-15,14,50.4,12.8
2002-022A,2015-04-16,14,52.5,7
2002-022A,2015-04-17,14,52.4,6.7
2002-022A,2015-04-18,16,54.9,5.9
2002-022A,2015-04-19,13,48.5,5.3
2002-022A,2015-04-20,12,44,4.7
2002-022A,2015-04-21,15,49.3,3.6
2002-022A,2015-04-22,13,51.4,4.6
2002-022A,2015-04-23,15,56.1,5.1
2002-022A,2015-04-24,22,52.8,9.1
2002-022A,2015-04-25,20,53.5,7.2
2002-022A,2015-04-26,17,58.1,11.7
2002-022A,2015-04-27,18,58.9,5.5
2002-022A,2015-04-28,17,59.3,4.2
2002-022A,2015-04-29,19,60.5,7
2002-022A,2015-04-30,14,52.8,9.3
2002-022A,2015-05-01,11,40.8,12.2
2002-022A,2015-05-02,12,48.2,7.3
2002-022A,2015-05-03,16,54.8,8.3
2002-022A,2015-05-04,15,51.9,6.6
2002-022A,2015-05-05,15,45.6,10.2
2002-022A,2015-05-06,14,49.2,10.5
2002-022A,2015-05-07,10,42.6,8.9
2002-022A,2015-05-08,10,43.1,4.7
2002-022A,2015-05-09,10,43.3,2.6
2002-022A,2015-05-10,14,47.4,7.1
2002-022A,2015-05-11,12,45.1,11.9
2002-022A,2015-05-12,12,45,10.5
2002-022A,2015-05-13,12,49.9,6.1
2002-022A,2015-05-14,12,49,4.6
2002-022A,2015-05-15,10,45.7,3.7
2002-022A,2015-05-16,9,45.3,2.5
2002-022A,2015-05-17,14,47.9,5.3
2002-022A,2015-05-18,9,44,2.8
2002-022A,2015-05-19,10,46.8,5.3
2002-022A,2015-05-20,10,47,5.2
2002-022A,2015-05-21,12,48.8,4.2
2002-022A,2015-05-22,13,49.4,3.8
2002-022A,2015-05-23,14,49.9,6.8
2002-022A,2015-05-24,12,51.6,3.4
2002-022A,2015-05-25,14,50.1,8.7
2002-022A,2015-05-26,14,51,9.9
2002-022A,2015-05-27,17,48.7,10.5
2002-022A,2015-05-28,15,49.9,7.9
2002-022A,2015-05-29,14,48.4,7.5
2002-022A,2015-05-30,14,50.7,8.6
2002-022A,2015-05-31,13,48.5,7.1
2002-022A,2015-06-01,14,48.1,13.7
2002-022A,2015-06-02,9,41.2,10
2002-022A,2015-06-03,12,42.8,12.1
2002-022A,2015-06-04,8,41.6,8.3
2002-022A,2015-06-05,11,43.8,6.5
2002-022A,2015-06-06,11,43.2,5.5
2002-022A,2015-06-07,12,47,4.8
2002-022A,2015-06-08,8,43.3,3.9
2002-022A,2015-06-09,9,43.2,4.9
2002-022A,2015-06-10,12,47.6,9.1
2002-022A,2015-06-11,9,40.8,6.7
2002-022A,2015-06-12,8,40.7,5.3
2002-022A,2015-06-13,10,46.3,4.6
2002-022A,2015-06-14,10,47.1,4.6
2002-022A,2015-06-15,8,44.5,4.7
2002-022A,2015-06-16,10,44.9,5.5
2002-022A,2015-06-17,12,49.4,4.4
2002-022A,2015-06-18,8,43.1,3.4
2002-022A,2015-06-19,11,46.4,6.5
2002-022A,2015-06-20,11,45.4,5.2
2002-022A,2015-06-21,8,42.6,2
2002-022A,2015-06-22,10,45.6,4.5
2002-022A,2015-06-23,10,47.9,4.1
2002-022A,2015-06-24,11,45.1,5.6
2002-022A,2015-06-25,11,45.3,10.6
2002-022A,2015-06-26,10,45.9,3.2
2002-022A,2015-06-27,10,41.4,9.4
2002-022A,2015-06-28,11,43.9,11.2
2002-022A,2015-06-29,10,37.9,8.5
2002-022A,2015-06-30,11,44.2,8.7
2002-022A,2015-07-01,10,45.7,3.6
2002-022A,2015-07-02,9,41,8.2
2002-022A,2015-07-03,10,43.7,7.2
2002-022A,2015-07-04,10,42.1,9.4
2002-022A,2015-07-05,5,34.9,4.3
2002-022A,2015-07-06,5,33.1,5.8
2002-022A,2015-07-07,6,30.8,5.7
2002-022A,2015-07-08,11,45.1,11.5
2002-022A,2015-07-09,12,47.2,8.8
2002-022A,2015-07-10,9,42.4,7.2
2002-022A,2015-07-11,9,40.1,7.5
2002-022A,2015-07-12,9,41.2,9.8
2002-022A,2015-07-13,9,42.8,9.3
2002-022A,2015-07-14,10,39.4,9.6
2002-022A,2015-07-15,10,44.4,5.6
2002-022A,2015-07-16,6,39,1.8
2002-022A,2015-07-17,9,39,5.6
2002-022A,2015-07-18,12,40.7,16.7
2002-022A,2015-07-19,9,40,8.6
2002-022A,2015-07-20,6,37.1,5.8
2002-022A,2015-07-21,10,35.6,14.5
2002-022A,2015-07-22,12,41.8,14.7
2002-022A,2015-07-23,10,44.8,8.8
2002-022A,2015-07-24,10,43.5,12
2002-022A,2015-07-25,7,40.5,8.1
2002-022A,2015-07-26,8,39.3,7.7
2002-022A,2015-07-27,11,35.3,18.2
2002-022A,2015-07-28,10,44.7,8
2002-022A,2015-07-29,12,44.7,11.4
2002-022A,2015-07-30,13,44,13.6
2002-022A,2015-07-31,8,43.8,7.3
2002-022A,2015-08-01,11,43.5,13.1
2002-022A,2015-08-02,11,40.5,13.4
2002-022A,2015-08-03,15,41.5,17
2002-022A,2015-08-04,9,42,4.6
2002-022A,2015-08-05,7,40.5,3.1
2002-022A,2015-08-06,7,40.7,3.7
2002-022A,2015-08-07,5,38.6,1.8
2002-022A,2015-08-08,8,44.6,3.9
2002-022A,2015-08-09,10,41,14.1
2002-022A,2015-08-10,11,40.4,19.3
2002-022A,2015-08-11,9,41.1,12.7
2002-022A,2015-08-12,9,42.9,8.9
2002-022A,2015-08-13,12,44.9,7.9
2002-022A,2015-08-14,14,43.7,17
2002-022A,2015-08-15,15,41.6,15
2002-022A,2015-08-16,12,43.9,12
2002-022A,2015-08-17,12,47,7.7
2002-022A,2015-08-18,15,41.2,13.8
2002-022A,2015-08-19,14,44.6,7.7
2002-022A,2015-08-20,14,49.9,13.7
2002-022A,2015-08-21,13,42.5,14
2002-022A,2015-08-22,10,39.9,12.6
2002-022A,2015-08-23,8,41,11
2002-022A,2015-08-24,7,37.9,5.7
2002-022A,2015-08-25,8,37.2,5.5
2002-022A,2015-08-26,9,40.4,6.9
2002-022A,2015-08-27,12,43.3,7
2002-022A,2015-08-28,10,44.1,7.3
2002-022A,2015-08-29,9,42.2,6.4
2002-022A,2015-08-30,12,40.4,5.9
2002-022A,2015-08-31,11,39.7,11.8
2002-022A,2015-09-01,7,37.2,6.2
2002-022A,2015-09-02,8,40.8,5.5
2002-022A,2015-09-03,10,41.4,6.9
2002-022A,2015-09-04,8,39.3,4.7
2002-022A,2015-09-05,8,36.3,6.3
2002-022A,2015-09-06,13,38.4,11.5
2002-022A,2015-09-07,17,38.7,16.8
2002-022A,2015-09-08,12,41,12.9
2002-022A,2015-09-09,8,35,14.4
2002-022A,2015-09-10,8,38.6,12.8
2002-022A,2015-09-11,10,43.7,9.5
2002-022A,2015-09-12,10,43.6,9.7
2002-022A,2015-09-13,9,41.9,9.2
2002-022A,2015-09-14,9,43.9,5.7
2002-022A,2015-09-15,11,41.7,8.7
2002-022A,2015-09-16,14,47.4,10.6
2002-022A,2015-09-17,13,51.1,6
2002-022A,2015-09-18,9,40.1,12.1
2002-022A,2015-09-19,12,44.5,11.1
2002-022A,2015-09-20,11,46.2,10.5
2002-022A,2015-09-21,9,37.9,9.1
2002-022A,2015-09-22,14,36,15.9
2002-022A,2015-09-23,14,39.3,17.7
2002-022A,2015-09-24,9,41.2,6.7
2002-022A,2015-09-25,14,41.7,12.3
2002-022A,2015-09-26,15,47.3,8.6
2002-022A,2015-09-27,20,43.6,10.3
2002-022A,2015-09-28,17,46.3,11.7
2002-022A,2015-09-29,14,44,14.4
2002-022A,2015-09-30,9,42.1,7.6
2002-022A,2015-10-01,11,40.8,6.4
2002-022A,2015-10-02,15,44.8,8.3
2002-022A,2015-10-03,13,43.6,9
2002-022A,2015-10-04,14,41.6,13.1
2002-022A,2015-10-05,11,41.6,7.9
2002-022A,2015-10-06,12,47.9,6.7
2002-022A,2015-10-07,11,44.2,5.8
2002-022A,2015-10-08,13,46.2,5.6
