latitude,longitude,power,confidence,surface_temperature_celcius
-38.556,146.631,51.7,89,66
-34.288,142.114,35.4,82,56
-37.977,147.278,56.3,86,70
-38.472,146.39,54.8,84,65
-38.334,146.241,40.8,82,56
-38.336,146.258,70.2,93,73
-38.529,146.562,59.2,90,68
-38.53,146.55,53.7,88,64
-38.519,146.56,74.9,94,75
-38.33,146.251,192.2,100,112
-38.323,146.253,45.8,84,58
-37.391,145.709,28.9,85,41
-37.704,147.295,39.2,82,56
-38.492,146.552,36.2,80,54
-38.485,146.537,48.2,86,61
-36.803,145.898,59.1,90,68
-36.804,145.885,36.5,80,54
-36.802,145.892,52.2,87,63
-37.474,149.47,23.1,83,40
-37.48,149.463,24.7,82,40
-36.751,145.845,76.1,95,77
-36.753,145.833,64.1,92,71
-36.754,145.822,42,84,58
-36.742,145.843,76.8,95,77
-36.744,145.831,125.4,100,95
-37.535,149.271,162.4,100,106
-37.537,149.258,38.1,82,56
-37.492,149.458,54.6,90,68
-37.527,149.255,47.8,87,62
-37.525,149.263,198.5,100,114
-37.473,149.447,171,94,109
-36.744,145.835,32.6,100,48
-36.746,145.823,39.2,100,53
-34.119,141.028,25.8,89,43
-34.12,141.027,85.9,98,83
-37.666,147.959,22.9,88,42
-37.643,147.948,20.1,80,40
-37.756,148.892,27.8,96,45
-37.639,147.955,41.5,100,58
-37.641,147.975,23,92,44
-37.644,147.959,31.6,100,50
-38.006,142.474,44.8,86,61
-37.65,147.954,146.6,87,101
-37.655,147.93,55.8,90,67
-34.119,141.035,26.4,89,43
-36.751,145.839,23.6,88,42
-37.733,149.045,26.5,97,46
-36.343,141.608,34.1,83,58
-36.345,141.581,110.4,100,92
-36.351,141.604,69.2,95,76
-36.353,141.576,96.9,100,88
-36.874,145.913,48.8,87,63
-36.754,145.833,35.5,82,56
-37.182,146.088,86.6,98,83
-37.193,146.09,33.1,81,55
-36.889,146.176,37.2,81,55
-37.633,147.971,34.9,81,55
-38.021,143.097,70,95,77
-38.021,143.092,56.8,92,70
-37.02,144.123,35.8,84,58
-37.008,144.119,32.3,81,55
-37.019,144.115,60.4,92,71
-36.197,141.008,53.2,90,68
-36.447,146.74,37.4,81,55
-37.727,149.064,32.2,100,49
-36.86,146.522,91.1,98,83
-36.962,143.875,109.2,100,91
-36.398,146.803,43.3,83,57
-37.342,147.475,41.8,83,57
-37.63,147.964,39.5,85,59
-36.859,146.522,58.4,90,66
-36.86,146.103,23.6,84,41
-36.614,146.956,23.5,86,42
-36.603,146.967,49.1,100,61
-36.885,146.167,26.1,90,43
-36.859,146.117,24.3,86,42
-36.866,146.115,29.3,95,45
-36.649,147.05,30.7,100,47
-36.883,146.167,158.9,100,105
-36.885,146.156,75.9,95,77
-36.718,146.611,180.6,100,111
-36.72,146.598,56.4,91,68
-36.728,146.614,54.1,89,66
-36.876,146.153,147.2,100,102
-36.701,146.594,101.2,100,88
-36.703,146.582,43.2,86,61
-38.056,143.85,33.8,81,55
-37.781,146.487,63.2,91,69
-36.872,146.165,61.7,91,69
-36.696,146.586,74.8,95,76
-37.713,149.096,67.6,100,72
-37.715,149.084,32.9,81,50
-36.698,146.613,88.6,97,82
-37.718,149.097,76.3,96,78
-37.536,148.983,34.5,81,54
-37.538,148.996,35.1,81,55
-37.72,149.078,95.5,99,86
-37.478,149.031,36.5,81,54
-37.482,149.032,57.6,100,67
-37.485,149.047,31.7,100,50
-37.678,149.087,27.1,96,45
-37.58,148.686,25.6,92,44
-37.707,149.044,34.3,100,54
-37.683,149.08,25.3,99,46
-37.348,147.488,28,90,43
-36.867,146.299,56,100,63
-37.263,142.211,76.4,83,77
-37.289,142.085,58.8,91,69
-36.741,145.86,75.8,95,76
-36.738,145.859,39.1,83,57
-36.243,141.305,44.2,89,65
-37.265,142.119,44.5,85,63
-36.809,145.129,53.6,91,68
-36.811,145.118,33.5,82,56
-36.99,142.222,35.1,84,58
-36.644,144.808,52.8,91,69
-36.645,144.797,45.3,88,65
-37.578,143.353,36,83,57
-37.504,142.686,59.3,92,71
-37.577,143.366,54.3,90,68
-37.925,143.431,63.4,93,73
-37.921,143.438,67.2,94,75
-37.923,143.443,52.4,90,68
-37.705,147.777,48.1,87,63
-37.513,144.069,58.1,90,67
-37.769,146.446,38.1,81,54
-36.318,145.764,61.7,94,74
-37.61,149.03,39.8,100,54
-37.691,149.06,40.2,84,58
-37.615,149.027,180.8,100,110
-37.616,149.011,93.8,98,84
-37.478,149.047,52.3,88,64
-37.48,149.032,125.4,100,95
-37.625,147.307,35.4,82,55
-36.475,146.25,41.7,86,61
-37.604,148.779,59.5,90,68
-37.692,149.062,38.3,100,53
-37.694,149.056,46.5,100,59
-37.69,149.049,26.2,85,43
-36.172,147.499,50.8,88,64
-36.332,145.739,36.3,85,60
-37.073,143.839,46.2,88,65
-36.214,147.967,36.3,82,56
-37.5,148.775,124.7,94,95
-37.492,148.762,52.6,89,65
-37.624,147.33,47.4,86,61
-37.627,147.303,51.1,88,64
-37.617,147.302,47.5,87,62
-37.409,148.85,60.5,91,68
-37.379,148.591,112.4,100,91
-37.38,148.579,110.4,100,90
-37.129,148.737,102.6,100,89
-37.114,148.741,42.8,85,60
-36.691,141.832,92.6,99,85
-36.694,141.816,36.4,83,58
-36.751,141.521,32.6,80,54
-36.782,141.096,130.8,100,98
-37.274,142.196,86.2,97,81
-37.064,141.701,55.4,91,68
-36.806,141.785,63.6,93,73
-37.065,141.707,52.1,90,67
-38.019,141.45,53.8,89,65
-37.501,142.997,62.4,92,71
-38.046,146.35,44.8,84,59
-37.656,148.038,35.7,80,54
-37.651,148.044,45.2,86,61
-36.148,147.491,53.5,90,67
-36.149,147.479,213.1,100,118
-36.076,146.043,27.5,80,53
-37.1,148.761,147,100,101
-37.102,148.75,175.2,100,109
-37.37,148.441,69.7,93,76
-36.146,147.48,61.9,91,69
-36.834,146.176,32.8,100,48
-36.826,146.184,23.7,81,40
-36.832,146.191,23.5,81,40
-37.064,141.109,31.1,80,53
-36.288,146.377,47.6,84,65
-36.294,146.34,32,81,55
-36.757,145.813,41.6,80,59
-36.756,145.824,148.1,87,102
-37.222,149.176,47.4,85,63
-37.038,148.769,55.2,90,67
-37.578,149.186,41.3,85,60
-37.568,149.165,46.1,87,63
-37.58,149.167,111.7,100,92
-37.075,141.735,34.6,82,56
-37.077,141.724,56.7,91,69
-37.752,141.315,56.7,91,68
-36.662,144.746,38.5,84,59
-37.739,143.293,80.7,97,80
-37.344,143.833,48.1,88,65
-38.42,143.903,35.3,80,54
-37.042,148.782,60.9,92,70
-37.04,148.774,53.1,84,65
-38.054,146.355,40.5,84,58
-38.051,146.371,143.3,100,101
-38.423,143.894,59,90,68
-36.067,146.022,23.7,80,54
-36.108,147.457,33.2,82,55
-36.313,147.476,63.5,93,73
-36.316,147.484,53.7,90,67
-36.319,147.469,48.9,89,65
-37.108,146.132,38.4,85,60
-37.968,146.058,63.1,93,74
-37.967,146.052,61.9,92,71
-37.969,146.038,48.6,88,64
-37.198,147.921,71.9,94,74
-37.201,147.904,76.9,95,76
-38.243,147.017,60.1,92,71
-37.551,148.986,72,95,76
-37.536,149.001,68.1,94,75
-37.543,148.964,93,99,86
-37.404,149.308,150.9,100,103
-37.062,142.403,49.6,88,64
-37.065,142.421,76,95,77
-37.06,142.445,130.6,100,96
-37.043,142.446,26.1,94,44
-37.058,142.404,66.4,100,71
-37.049,142.43,34.1,100,53
-37.05,142.416,34.4,100,53
-37.049,142.424,44.1,100,59
-36.916,146.989,34.5,100,51
-36.918,146.978,23,84,41
-36.909,146.976,24.5,92,44
-38.536,143.757,37,100,54
-38.538,143.745,20.3,82,40
-38.53,143.777,24.2,92,44
-38.522,143.762,53.4,100,64
-38.532,143.764,52.5,100,64
-38.533,143.751,35.4,100,52
-38.524,143.749,42.6,100,57
-37.688,148.946,25.5,95,45
-37.952,146.354,29.7,100,48
-37.787,143.137,29.8,81,55
-35.652,141.779,81.6,98,83
-35.646,141.774,72.1,96,80
-36.227,141.6,23.6,80,54
-37.978,142.426,34.6,85,60
-37.925,143.085,27.5,81,55
-37.962,142.425,26.9,81,55
-37.969,142.43,64.8,95,76
-37.921,143.089,26.2,80,54
-37.678,148.68,172.4,100,109
-37.756,147.607,28.8,80,54
-37.749,147.601,42.5,87,62
-37.858,145.896,75.1,95,77
-37.845,145.897,59.6,91,69
-37.548,148.495,78.8,97,80
-38.415,144.107,55.8,86,69
-38.415,144.102,45.6,88,64
-37.689,148.681,216.5,100,119
-38.655,143.566,37.3,82,56
-38.241,147.027,45.3,87,63
-38.243,147.005,86.6,98,83
-37.944,141.542,43.1,86,61
-37.954,141.535,64.8,93,73
-37.663,142.764,43.7,88,64
-37.667,142.758,34,84,58
-36.763,141.437,27.8,81,55
-36.762,141.43,27,81,54
-35.466,142.21,124,100,98
-35.468,142.197,49.2,90,68
-36.335,142.128,76,97,81
-36.33,142.133,33.6,85,60
-36.332,142.12,38.5,87,63
-36.192,141.274,51.1,92,70
-36.194,141.263,25.9,82,56
-35.635,143.437,22.7,82,55
-37.116,142.006,32.6,84,59
-36.919,142.135,24.9,80,54
-37.072,141.189,75.4,97,80
-37.074,141.177,30.9,82,56
-37.081,141.131,31.8,83,57
-36.177,145.964,24,81,54
-36.874,141.723,57.5,92,71
-36.737,142.487,74,97,81
-36.831,141.926,47.6,89,66
-36.736,142.481,42.3,89,65
-36.826,141.932,61.7,93,73
-36.828,141.92,39.9,87,62
-36.876,141.08,40.1,88,64
-36.868,141.083,39.4,88,64
-36.87,141.072,39.6,88,64
-36.644,142.41,172.6,100,111
-37.55,142.409,50.7,89,66
-37.541,142.406,39.2,85,60
-36.776,145.187,27.9,83,57
-36.666,145.393,24.5,81,55
-36.669,145.376,80.3,98,84
-36.667,145.387,64.9,95,77
-36.67,145.369,40.5,89,65
-37.27,141.861,57.4,92,71
-37.177,142.311,51.7,90,68
-37.179,142.299,73.6,96,78
-37.048,142.415,32,81,55
-36.435,145.674,30.4,84,58
-36.439,145.656,50.2,91,70
-36.438,145.669,72.2,97,80
-36.442,145.65,23.2,80,54
-36.717,144.005,39.8,89,66
-36.114,146.391,24.9,82,55
-36.106,146.404,22.7,80,54
-36.11,146.383,24,81,54
-37.98,143.459,57.6,94,74
-37.983,143.446,23.5,80,54
-37.948,143.458,83.5,99,85
-37.951,143.444,22.5,80,54
-37.9,143.559,129.6,100,101
-37.902,143.545,37.8,88,65
-37.789,143.726,87.2,98,84
-38.014,142.408,59.3,93,73
-38.016,142.395,87.4,99,85
-37.837,143.278,70.7,96,79
-37.902,142.841,30,82,56
-37.845,143.058,31.2,85,59
-37.884,142.629,45.7,90,67
-37.751,143.233,26.5,81,55
-37.71,143.23,25.4,82,56
-37.803,142.561,36.3,86,61
-37.805,142.549,30,83,57
-37.933,141.763,34.3,85,60
-37.697,143.073,41.5,89,65
-37.587,143.344,151.7,100,106
-37.589,143.331,24.3,80,53
-37.641,142.791,50.7,91,70
-37.644,142.778,29.3,81,58
-37.369,143.819,23.1,80,54
-38.409,144.069,31.5,81,55
-38.131,143.717,23.9,81,55
-38.121,143.715,22,80,53
-38.067,143.547,31.5,80,60
-38.409,144.122,58.9,92,71
-38.412,144.107,72.2,95,77
-37.938,147.303,37.3,84,59
-37.942,147.282,65.3,94,74
-37.044,142.422,23.1,87,42
-37.119,141.878,30.8,97,46
-36.412,146.929,38.8,100,54
-36.402,146.925,31.8,100,50
-37.252,143.205,48.5,100,61
-36.755,146.911,26.3,91,45
-35.258,141.738,28.8,85,60
-36.174,141.324,33.4,87,62
-35.706,141.385,38.5,87,63
-35.692,141.383,49.1,86,70
-35.694,141.356,58.3,93,73
-35.678,141.382,76.7,97,82
-35.686,141.378,91.4,100,87
-35.68,141.354,132.6,100,100
-35.666,141.353,56.9,93,73
-35.7,141.379,48.3,91,68
-35.673,141.376,94.7,100,89
-35.689,141.35,53.5,92,70
-35.675,141.348,101.3,100,91
-36.756,141.368,49.7,92,70
-36.752,141.362,48,91,70
-36.73,141.476,21.9,80,54
-36.335,141.579,20.7,80,54
-37.004,141.893,35.5,86,61
-36.926,142.092,23.3,81,54
-36.792,141.459,23.6,80,54
-36.093,147.53,30.1,80,53
-37.827,142.575,42.6,89,65
-37.83,142.569,34.7,85,60
-37.479,143.578,32.9,86,61
-36.812,146.929,50.6,89,66
-36.746,147.145,33.6,81,55
-36.53,147.849,53.5,90,67
-37.977,143.471,38.3,87,63
-37.943,143.391,24.3,80,53
-35.669,141.351,63.6,94,75
-35.685,141.349,185.8,100,113
-35.687,141.385,55.1,92,71
-35.665,141.346,32.5,83,58
-35.681,141.344,145.8,100,104
-35.683,141.38,66.9,95,77
-35.696,141.343,50.9,91,68
-35.698,141.379,49,90,67
-35.714,141.378,36.6,85,59
-35.762,141.073,133.6,100,102
-35.765,141.058,234.7,100,124
-35.757,141.039,160.7,100,109
-35.744,141.052,169.5,100,111
-35.739,141.018,175.8,100,112
-35.725,141.03,41,89,66
-35.734,140.984,57.2,93,74
-35.718,141.012,25.4,81,55
-35.721,140.996,75,97,82
-35.724,140.981,91.2,100,87
-35.723,141.024,50.4,92,70
-35.729,140.993,214.7,100,120
-35.718,140.99,47.6,90,67
-35.721,140.974,44.3,89,66
-35.793,141.171,31.9,85,60
-35.796,141.156,94.5,100,89
-35.799,141.14,27.5,84,58
-35.742,141.377,24.7,80,54
-35.789,141.164,29,84,58
-35.792,141.148,80.9,98,84
-35.795,141.132,28.6,84,58
-35.74,141.369,32.3,85,59
-35.782,141.145,54.6,93,72
-35.788,141.114,206,100,118
-35.777,141.111,44.5,90,67
-35.78,141.095,239.4,100,125
-35.783,141.079,71.1,97,80
-35.769,141.092,95.3,100,90
-35.775,141.061,124.2,100,99
-36.668,141.38,24.6,81,55
-36.43,141.298,47.8,91,69
-36.433,141.283,37.3,88,64
-36.42,141.295,22.3,80,54
-36.793,143.49,26.1,80,54
-36.909,142.09,35.4,87,63
-37.753,145.614,61.6,93,72
-37.759,145.589,57.2,92,70
-37.76,145.613,43.9,86,61
-37.747,145.606,42.9,81,61
-36.083,147.53,22.7,83,41
-36.093,147.528,26.2,93,44
-36.094,147.54,23.9,87,42
-36.268,147.765,23.3,88,43
-36.277,147.763,30.3,100,49
-36.098,147.524,91.6,99,85
-36.089,147.522,35.5,84,58
-36.189,145.323,29.2,84,58
-36.738,146.38,71.7,96,79
-36.739,146.369,44.2,89,65
-36.729,146.378,58.8,93,73
-36.604,147.139,89.6,97,87
-36.578,147.191,34.3,81,55
-37.734,146.197,65.6,93,72
-37.834,146.344,143.9,100,100
-37.724,146.207,60.8,91,70
-37.269,148.795,81,89,82
-37.273,148.772,155.2,94,106
-37.834,146.345,143.9,100,100
-37.611,147.553,30.5,100,49
-37.591,147.544,30.1,100,47
-37.6,147.543,50.1,100,62
-37.602,147.555,47.6,100,61
-37.609,147.541,44.4,100,59
-36.575,145.364,63.4,94,75
-36.14,147.681,47.4,87,62
-36.204,145.905,25.5,81,55
-36.213,145.907,28,83,57
-36.595,147.137,152.6,94,104
-36.597,147.125,78.7,97,80
-36.585,147.135,89.5,98,84
-36.587,147.122,52.7,90,67
-37.451,148.485,32.5,81,54
-37.433,148.526,33.3,81,54
-37.093,148.855,53.7,89,66
-37.243,147.563,58.2,91,69
-37.246,147.549,148.1,100,103
-37.248,147.536,50.8,88,64
-37.234,147.56,103.1,100,89
-37.238,147.533,199.8,100,115
-37.224,147.558,65.2,82,75
-37.226,147.544,161,100,107
-37.229,147.531,78.2,96,80
-37.223,147.551,71.5,95,77
-37.225,147.537,110.1,100,92
-37.215,147.535,41.5,86,61
-37.788,148.392,104,94,89
-37.721,148.308,77.8,97,80
-37.711,148.305,50.4,89,66
-36.585,147.168,32,100,50
-36.362,141.598,78.2,98,84
-36.271,141.467,49.3,92,71
-36.273,141.456,47.1,92,70
-36.147,146.174,44.4,89,65
-36.359,145.595,70.9,97,81
-36.362,145.58,32.8,87,62
-37.863,147.076,33.6,84,59
-37.862,147.069,26.1,80,53
-37.865,146.211,195.5,100,114
-37.855,146.207,110.3,100,91
-37.847,146.214,39.2,83,58
-37.85,146.199,44,86,61
-37.844,145.937,124.4,100,96
-37.81,145.943,38.2,84,58
-37.822,145.882,55,90,68
-37.803,145.952,36.4,83,57
-37.817,145.875,44.2,86,61
-37.242,147.56,63.7,93,75
-37.627,142.978,25.6,81,55
-37.963,143.286,25,80,54
-37.795,143.189,114.2,100,95
-37.798,143.173,43.9,90,67
-38.046,143.953,76,97,82
-38,143.355,57.4,94,74
-37.714,146.071,69.1,93,73
-37.715,146.084,80.8,96,79
-38.014,143.537,35.5,88,64
-38.015,143.519,23.5,82,56
-38.003,143.535,21.5,81,54
-38.004,143.53,36.5,88,64
-37.672,143.553,33.1,83,57
-38.077,143.944,72.1,96,79
-37.93,143.702,40.2,88,64
-36.71,145.404,45.8,92,71
-36.712,145.392,24.7,84,59
-36.694,145.267,19.3,80,54
-36.295,147.729,53.6,91,69
-36.197,145.904,20.2,81,55
-36.13,146.107,39.3,90,68
-36.132,146.096,58.5,95,77
-36.172,145.76,53,94,75
-36.072,145.938,18.6,81,55
-37.769,143.039,23.1,81,55
-37.771,143.026,30.3,85,60
-37.653,143.251,117.9,100,97
-37.654,143.238,128,100,100
-37.658,142.241,23.6,81,55
-37.288,143.327,125.9,100,98
-37.409,145.923,143.4,100,101
-37.408,145.865,45.1,86,61
-37.41,145.853,53.6,89,66
-37.399,145.863,125.9,100,95
-37.401,145.851,182.6,100,111
-37.93,143.576,27.6,85,59
-37.932,143.563,103.7,100,93
-37.073,148.74,102,94,90
-37.075,148.727,60,93,72
-37.408,145.934,40.6,84,58
-37.779,147.036,84,98,83
-37.78,147.025,63.8,94,74
-37.205,148.97,153.5,100,104
-37.135,147.685,146.2,100,103
-36.101,146.096,93.9,100,90
-36.103,146.082,80.1,99,85
-36.134,147.578,63.9,93,73
-36.137,147.563,50.9,89,66
-36.123,147.575,55.8,86,69
-36.126,147.56,49.8,89,66
-38.556,143.819,18.7,88,42
-38.546,143.817,25,100,49
-38.547,143.81,24.9,100,49
-36.234,146.016,13.3,82,56
-36.211,146.046,24,87,63
-36.165,145.785,87.4,100,91
-36.166,145.773,182,100,116
-36.119,145.986,124,100,102
-36.121,145.975,12.5,82,56
-36.052,145.679,11.9,81,54
-36.728,147.596,26.3,80,53
-37.696,149.416,29.3,81,55
-37.698,149.404,51.2,91,70
-37.713,149.309,46.9,91,68
-37.704,149.307,68,96,79
-37.684,149.376,47.8,83,69
-37.674,149.373,39.2,82,64
-37.667,149.359,31.4,84,60
-37.598,149.447,33.2,86,61
-37.6,149.435,25.2,81,55
-37.589,149.444,52.6,93,72
-37.591,149.432,41.1,89,66
-36.742,147.69,31.6,100,51
-36.712,147.698,25.2,96,45
-38.531,143.786,26.5,100,48
-38.519,143.784,27.4,100,49
-38.528,143.78,32,100,52
-38.516,143.778,31.6,100,52
-37.693,149.416,43.7,100,60
-37.695,149.404,23.3,80,46
-37.696,149.249,25,99,47
-36.97,141.032,18.6,81,55
-36.979,140.987,18.5,82,56
-36.965,141.049,17.2,80,54
-36.979,140.982,27.5,86,62
-38.085,141.319,53.9,81,73
-38.056,141.333,35.3,86,61
-37.648,143.441,22.4,82,56
-37.652,143.468,25.5,83,57
-37.99,141.223,19.5,80,40
-38.002,141.231,30.7,100,49
-37.992,141.25,31.2,100,50
-37.998,141.261,65.5,100,71
-37.994,141.268,189.6,100,112
-38.005,141.276,48,100,61
-38.012,141.287,34.4,100,51
-37.936,141.139,113.1,100,90
-37.917,141.178,21.7,84,41
-37.939,141.152,102.8,100,87
-37.93,141.171,236.4,100,122
-37.941,141.179,52.4,100,65
-37.931,141.198,20,81,42
-37.944,141.168,95.7,100,84
-37.935,141.187,207.1,100,116
-37.946,141.194,74.6,100,76
-37.937,141.213,22.2,90,44
-37.981,141.242,220.9,100,119
-37.972,141.261,35.9,100,54
-37.95,141.18,45.9,100,60
-37.94,141.199,105.4,100,88
-37.951,141.206,174.7,100,109
-37.942,141.225,36.3,100,54
-37.987,141.254,192.5,100,113
-37.977,141.273,67.8,100,73
-37.985,141.287,95.2,100,85
-37.994,141.268,189.6,100,112
-38.106,141.391,38.5,100,56
-38.108,141.376,138.8,100,99
-38.098,141.373,28.4,100,48
-36.723,145.287,103.9,100,95
-37.171,141.738,19.2,83,57
-37.172,141.725,32.2,89,65
-36.26,145.61,19.6,83,58
-36.262,145.598,33.9,89,66
-36.251,145.607,24.3,86,60
-36.253,145.596,46.5,93,73
-37.942,141.916,24.8,85,60
-37.48,143.161,58.1,96,78
-37.482,143.149,83.1,100,88
-36.776,145.425,15.7,82,56
-38.07,144.021,17.4,80,54
-38.055,142.552,25.7,86,61
-38.131,141.355,61.7,95,76
-38.134,141.328,47.7,92,70
-38.136,141.314,66.3,96,78
-38.121,141.353,94.1,100,89
-38.045,141.903,39,89,66
-38.047,141.89,43.3,90,68
-38.105,141.322,42.2,88,66
-37.495,145.494,131.7,100,98
-37.734,149.329,43.3,82,64
-37.703,149.436,97.8,100,88
-37.692,149.433,101.8,100,89
-37.644,149.379,65,93,77
-37.647,149.363,145.5,100,105
-37.63,149.392,34.7,83,61
-37.633,149.376,108.4,100,94
-37.636,149.36,105.8,100,93
-37.605,149.469,43.7,88,65
-37.608,149.453,78.9,98,82
-37.593,149.415,186.3,100,114
-37.596,149.399,180.1,94,112
-37.6,149.401,151.7,100,106
-37.601,149.413,34.2,86,61
-37.713,149.288,39.6,82,63
-37.599,149.46,41.3,80,65
-37.6,149.401,151.7,100,106
-37.601,149.413,34.2,86,61
-36.722,147.695,31.2,100,49
-36.724,147.683,26.2,97,46
-36.628,146.945,19.7,84,41
-38.129,141.32,36.7,100,56
-37.724,149.341,28.8,100,50
-37.726,149.329,69.4,100,74
-37.702,149.298,19.6,80,44
-37.706,149.274,31.5,100,53
-37.693,149.296,28.8,80,52
-37.67,149.377,20,88,42
-37.672,149.365,37.4,100,56
-37.665,149.369,21.2,92,44
-37.675,149.309,18.8,81,40
-37.645,149.376,25.4,93,49
-37.625,149.384,45.1,100,66
-37.627,149.372,56.7,100,70
-37.629,149.36,170.4,100,109
-37.63,149.348,98.2,100,87
-37.602,149.465,46.5,100,62
-37.604,149.453,30.5,100,53
-37.619,149.357,53.5,100,69
-37.621,149.345,71.8,100,77
-37.593,149.463,38.1,100,58
-37.61,149.355,61.3,100,72
-37.612,149.343,34.7,100,56
-37.584,149.46,25.8,100,48
-37.585,149.448,30.2,100,52
-37.599,149.364,47.4,100,63
-37.601,149.352,78.9,100,79
-37.603,149.34,33.8,100,54
-37.576,149.446,25.6,100,47
-38.132,141.323,49.1,89,65
-38.135,141.32,44.5,87,63
-38.121,141.314,41.4,86,61
-37.298,149.354,108.1,100,93
-37.289,149.335,66.9,95,76
-37.646,149.392,86.1,99,85
-37.647,149.373,84.5,99,85
-37.634,149.39,157.5,100,108
-37.621,149.407,71.7,97,80
-37.625,149.369,201.2,100,117
-37.603,149.477,53.7,92,70
-37.605,149.459,151.1,100,105
-37.594,149.458,93.6,100,88
-37.6,149.384,34.5,80,63
-37.604,149.471,95.7,100,88
-37.606,149.453,64.5,95,77
-37.593,149.469,49.8,90,68
-37.595,149.451,65.9,95,77
-37.6,149.396,38.8,87,63
-37.583,149.45,84.6,98,84
-38.123,141.321,153.4,100,104
-38.125,141.341,195.2,100,114
-38.137,141.339,75.2,96,78
-37.578,149.45,41,85,60
-37.577,149.465,46,100,61
-37.569,149.459,19.6,80,40
-37.581,149.457,22.6,91,44
-37.583,149.478,33.4,100,53
-36.626,146.941,23.9,95,45
-36.729,147.683,20.2,81,41
-37.577,149.46,38.1,100,56
-35.238,141.084,11.5,82,56
-38.14,141.332,42.2,87,63
-37.788,143.397,30.7,86,61
-37.79,143.385,37.7,89,66
-37.877,141.553,24.5,80,54
-36.827,145.403,70.7,98,83
-37.974,145.39,60.9,93,73
-37.874,145.881,41.6,86,61
-37.876,145.866,31,81,55
-37.847,145.928,103.1,100,89
-37.849,145.912,38,84,58
-38.064,144.035,198.3,100,118
-38.066,144.022,186,100,115
-37.357,147.581,52,90,67
-37.361,147.562,56.7,91,70
-37.36,147.576,62.7,93,73
-37.326,147.504,63,94,75
-37.966,143.381,37.5,90,67
-37.899,143.457,47.5,93,73
-38.013,142.673,22.9,81,55
-37.667,149.4,86.2,98,84
-37.672,149.376,99.5,100,89
-37.664,149.349,62.5,93,75
-37.652,149.344,91.9,100,87
-37.654,149.34,40.7,87,62
-37.736,149.332,60.1,90,73
-37.737,149.324,48.5,90,67
-36.732,147.676,31,80,53
-37.572,149.478,77.2,100,77
-37.874,145.879,56.3,100,66
-37.723,145.54,22.7,88,42
-37.729,149.295,27.3,81,48
-37.576,149.472,76.5,100,77
-37.585,149.424,39.1,100,56
-37.588,149.408,35,100,53
-37.603,149.328,24.6,91,43
-37.566,149.469,54.7,100,66
-37.59,149.34,40.6,100,57
-37.593,149.324,39.7,100,56
-36.419,145.356,49.8,92,71
-37.87,143.187,16.6,80,53
-38.389,144.164,83.7,98,84
-38.375,144.162,49.9,91,69
-38.364,144.135,146.6,100,104
-38.363,144.18,34.1,86,62
-38.367,144.129,50.2,91,69
-38.352,144.153,34.6,86,61
-37.874,145.887,39.5,84,59
-37.876,145.867,77.3,96,79
-36.703,141.018,28.3,85,60
-36.7,140.977,19.6,80,54
-36.691,140.974,35.9,88,64
-38.374,144.177,50.7,90,67
-38.373,144.17,59.5,92,71
-35.682,143.532,29.2,87,63
-37.559,149.441,35.9,85,60
-37.551,149.44,20.9,86,42
-37.547,149.442,27.9,80,54
-36.717,147.619,23,85,44
-36.695,147.638,22.2,90,43
-36.697,147.626,21.8,89,43
-36.731,147.631,34.3,84,58
-37.553,149.46,41.4,82,62
-37.57,149.454,75.5,100,76
-37.571,149.47,31.8,100,51
-37.609,142.175,29.1,88,63
-37.208,147.465,153.1,94,105
-37.997,142.798,33,87,63
-37.344,147.584,143.8,100,102
-37.399,147.708,51.4,91,69
-37.389,147.707,68.8,95,77
-37.151,148.875,38.1,87,62
-37.26,147.939,89.8,99,85
-37.262,147.926,89.4,99,85
-37.251,147.937,40.2,85,60
-37.542,147.877,152.7,100,106
-37.543,147.864,46.8,91,68
-37.532,147.876,156.6,100,107
-37.534,147.862,66.1,96,78
-37.099,148.073,75.2,96,78
-37.4,146.065,42.5,88,64
-37.389,146.084,68,96,78
-37.395,146.056,29.5,83,57
-37.381,146.052,50.4,92,70
-37.354,146.041,33.1,85,59
-37.341,146.035,47.9,90,68
-37.351,146.035,30.3,83,58
-37.338,146.028,29.7,83,57
-37.332,145.923,35.1,82,56
-37.381,146.078,41.2,81,63
-37.327,145.921,30.2,100,48
-37.363,146.072,60.5,92,70
-37.38,146.088,37,100,52
-37.388,146.088,40.5,100,55
-37.377,146.084,57,100,66
-37.38,146.067,39.1,100,56
-37.369,146.064,48.2,99,63
-37.339,146.047,27.9,98,46
-37.344,146.026,21.7,84,41
-37.54,145.898,49.8,88,64
-37.355,146.051,112.6,100,95
-37.356,146.04,104.4,100,92
-37.346,146.049,92.3,99,87
-37.347,146.038,81.3,98,82
-37.349,146.027,30.2,81,55
-37.335,145.916,44.6,88,64
-37.355,146.06,76.4,100,77
-37.357,146.046,92.4,100,83
-37.346,146.044,20,81,40
-37.328,145.945,30.8,100,52
-37.343,145.918,44.2,100,62
-37.362,146.054,36.9,100,56
-37.353,145.927,25.4,100,48
-37.365,146.006,22.3,93,44
-37.364,145.936,37.4,100,56
-37.533,145.897,25.3,98,46
-37.535,145.908,19.6,85,41
-37.638,145.796,30.6,100,51
-37.647,145.794,19.6,86,41
-37.657,145.803,23.8,95,45
-37.361,145.926,17,81,40
-37.348,145.921,16.5,80,40
-37.644,145.787,57.6,93,72
