latitude,longitude,air_temperature_celcius,relative_humidity,wind_speed_knots
-36.036,141.54,24,55.6,5.9
-36.144,141.388,23,54.1,5.7
-36.143,141.402,21,57.3,5.4
-36.131,141.415,20,62.6,10.1
-36.182,142.048,21,59.5,12.4
-36.191,141.695,22,62,7.9
-36.224,141.584,20,58.8,11.5
-36.078,143.43,20,52.9,17
-36.322,141.324,19,51.5,10.2
-36.188,142.438,21,51.7,7.2
-36.425,140.968,23,53.4,6.1
-36.369,141.286,19,60.2,6.4
-36.283,141.875,20,59.7,8.6
-36.392,141.799,21,58.1,5.3
-36.428,140.974,20,62.2,7.1
-36.209,143.571,25,58.3,7.1
-36.419,142.192,28,58.4,11.9
-36.215,144.086,18,53.3,10.8
-36.421,142.179,18,51.1,8.1
-36.447,142.128,21,52.8,4.1
-36.217,144.074,24,55.2,5.8
-36.484,142.153,23,63.8,7.1
-36.042,146.17,20,67.4,8.5
-36.538,142.465,18,57.5,16.1
-36.189,145.738,18,55.6,12.8
-36.558,142.9,20,58.4,6.1
-36.72,141.213,23,61.9,8
-36.713,141.564,23,60.6,10.1
-36.72,141.596,17,53.4,9.4
-36.719,141.61,18,50.6,6
-36.718,141.229,17,49.9,12.2
-36.186,145.76,13,47,7.9
-36.707,141.227,14,45.8,6.5
-36.709,141.212,14,45.7,9.2
-36.178,145.747,12,43.4,9.3
-36.187,145.749,15,47.7,5.9
-36.672,142.623,16,47.5,5.4
-36.662,142.621,17,47.2,4.9
-36.466,144.261,19,44.2,7.8
-36.661,142.634,21,47,13.2
-36.465,144.273,19,52.8,12.5
-36.746,141.515,11,48.2,10.8
-36.67,142.636,14,50.4,12.8
-36.715,142.428,14,52.5,7
-36.69,142.559,14,52.4,6.7
-36.699,142.561,16,54.9,5.9
-36.888,142.165,13,48.5,5.3
-36.639,144.822,12,44,4.7
-36.925,142.553,15,49.3,3.6
-36.913,142.565,13,51.4,4.6
-36.915,142.551,15,56.1,5.1
-36.923,142.566,22,52.8,9.1
-36.919,142.94,20,53.5,7.2
-36.701,144.566,17,58.1,11.7
-36.92,142.927,18,58.9,5.5
-36.66,145.262,17,59.3,4.2
-37.118,141.827,19,60.5,7
-36.661,145.251,14,52.8,9.3
-37.019,142.938,11,40.8,12.2
-36.995,143.495,12,48.2,7.3
-37.215,143.844,16,54.8,8.3
-37.357,142.92,15,51.9,6.6
-37.214,143.856,15,45.6,10.2
-37.373,143.312,14,49.2,10.5
-37.449,143.589,10,42.6,8.9
-37.448,143.601,10,43.1,4.7
-37.512,143.239,10,43.3,2.6
-37.51,143.252,14,47.4,7.1
-37.44,143.587,12,45.1,11.9
-37.438,143.599,12,45,10.5
-37.604,142.72,12,49.9,6.1
-37.605,142.727,12,49,4.6
-37.602,142.733,10,45.7,3.7
-37.606,142.713,9,45.3,2.5
-37.693,142.831,14,47.9,5.3
-37.634,143.419,9,44,2.8
-37.815,142.996,10,46.8,5.3
-37.814,143.009,10,47,5.2
-38.142,144.054,12,48.8,4.2
-36.129,144.542,13,49.4,3.8
-35.711,143.154,14,49.9,6.8
-36.1,141.76,12,51.6,3.4
-35.934,143.118,14,50.1,8.7
-36.157,142.111,14,51,9.9
-36.152,142.141,17,48.7,10.5
-36.149,142.145,15,49.9,7.9
-36.307,141.744,14,48.4,7.5
-36.582,142.441,14,50.7,8.6
-36.594,144.751,13,48.5,7.1
-36.582,144.8,14,48.1,13.7
-37.508,142.568,9,41.2,10
-37.516,142.867,12,42.8,12.1
-37.508,142.901,8,41.6,8.3
-37.512,142.87,11,43.8,6.5
-37.758,142.642,11,43.2,5.5
-37.822,143.611,12,47,4.8
-37.817,143.617,8,43.3,3.9
-37.827,143.563,9,43.2,4.9
-35.78,143.564,12,47.6,9.1
-36.839,146.751,9,40.8,6.7
-37.89,145.215,8,40.7,5.3
-35.132,141.652,10,46.3,4.6
-36.635,141.265,10,47.1,4.6
-37.863,144.388,8,44.5,4.7
-37.863,144.393,10,44.9,5.5
-37.315,146.729,12,49.4,4.4
-37.323,146.725,8,43.1,3.4
-37.3,146.717,11,46.4,6.5
-37.307,146.743,11,45.4,5.2
-37.303,146.699,8,42.6,2
-37.327,146.735,10,45.6,4.5
-37.316,143.017,10,47.9,4.1
-37.315,143.033,11,45.1,5.6
-37.391,142.92,11,45.3,10.6
-37.403,142.906,10,45.9,3.2
-37.401,142.922,10,41.4,9.4
-37.397,142.911,11,43.9,11.2
-37.451,142.904,10,37.9,8.5
-37.395,142.926,11,44.2,8.7
-37.578,142.771,10,45.7,3.6
-37.727,142.562,9,41,8.2
-37.778,142.8,10,43.7,7.2
-37.78,142.784,10,42.1,9.4
-37.772,142.788,5,34.9,4.3
-37.783,142.79,5,33.1,5.8
-37.781,142.806,6,30.8,5.7
-38.081,142.971,11,45.1,11.5
-38.079,142.986,12,47.2,8.8
-38.05,144.342,9,42.4,7.2
-38.051,144.329,9,40.1,7.5
-37.312,146.733,9,41.2,9.8
-37.308,146.696,9,42.8,9.3
-35.749,143.063,10,39.4,9.6
-35.753,143.071,10,44.4,5.6
-34.43,141.667,6,39,1.8
-34.428,141.679,9,39,5.6
-34.435,141.675,12,40.7,16.7
-34.437,141.663,9,40,8.6
-34.916,142.355,6,37.1,5.8
-35.158,143.14,10,35.6,14.5
-36.161,141.927,12,41.8,14.7
-36.125,142.14,10,44.8,8.8
-36.28,141.633,10,43.5,12
-36.624,144.786,7,40.5,8.1
-37.128,141.657,8,39.3,7.7
-37.13,141.644,11,35.3,18.2
-36.828,145.321,10,44.7,8
-36.819,145.318,12,44.7,11.4
-37.016,146.115,13,44,13.6
-37.018,146.103,8,43.8,7.3
-37.014,146.096,11,43.5,13.1
-37.012,146.108,11,40.5,13.4
-37.808,142.082,15,41.5,17
-37.751,142.962,9,42,4.6
-37.743,142.966,7,40.5,3.1
-37.835,143.083,7,40.7,3.7
-37.834,143.094,5,38.6,1.8
-37.88,143.104,8,44.6,3.9
-37.889,143.106,10,41,14.1
-37.843,143.096,11,40.4,19.3
-37.319,146.702,9,41.1,12.7
-37.323,146.68,9,42.9,8.9
-37.881,143.092,12,44.9,7.9
-37.905,142.693,14,43.7,17
-37.906,142.681,15,41.6,15
-37.845,143.085,12,43.9,12
-37.321,146.691,12,47,7.7
-37.871,143.379,15,41.2,13.8
-37.93,143.35,14,44.6,7.7
-37.937,143.364,14,49.9,13.7
-37.987,143.392,13,42.5,14
-37.939,143.352,10,39.9,12.6
-38.055,143.165,8,41,11
-37.996,143.394,7,37.9,5.7
-37.941,144.265,8,37.2,5.5
-37.934,144.257,9,40.4,6.9
-37.994,143.888,12,43.3,7
-38.034,143.933,10,44.1,7.3
-37.992,143.9,9,42.2,6.4
-37.943,144.254,12,40.4,5.9
-38.038,144.111,11,39.7,11.8
-38.129,143.841,7,37.2,6.2
-38.118,143.851,8,40.8,5.5
-38.12,143.839,10,41.4,6.9
-38.108,144.191,8,39.3,4.7
-38.127,143.853,8,36.3,6.3
-38.532,143.716,13,38.4,11.5
-37.317,146.698,17,38.7,16.8
-37.313,146.705,12,41,12.9
-37.315,146.687,8,35,14.4
-35.548,143.843,8,38.6,12.8
-36.416,141.25,10,43.7,9.5
-36.41,141.225,10,43.6,9.7
-36.418,141.239,9,41.9,9.2
-36.409,141.237,9,43.9,5.7
-36.419,141.228,11,41.7,8.7
-36.696,141.535,14,47.4,10.6
-36.466,142.902,13,51.1,6
-36.529,143.084,9,40.1,12.1
-36.531,143.072,12,44.5,11.1
-36.538,143.086,11,46.2,10.5
-36.54,143.074,9,37.9,9.1
-36.064,145.968,14,36,15.9
-36.492,143.98,14,39.3,17.7
-36.762,143.142,9,41.2,6.7
-36.76,143.154,14,41.7,12.3
-36.638,144.8,15,47.3,8.6
-37.33,143.634,20,43.6,10.3
-37.328,143.646,17,46.3,11.7
-37.683,142.151,14,44,14.4
-37.731,142.074,9,42.1,7.6
-37.692,142.148,11,40.8,6.4
-37.738,142.088,15,44.8,8.3
-37.74,142.077,13,43.6,9
-37.69,142.159,14,41.6,13.1
-37.8,142.097,11,41.6,7.9
-37.799,142.108,12,47.9,6.7
-37.789,142.106,11,44.2,5.8
-37.869,142.501,13,46.2,5.6
-37.86,142.499,19,50.3,7.7
-37.811,143.335,12,47.5,15
-37.815,143.311,11,45.3,8.5
-37.79,143.467,17,46.4,9.5
-37.805,143.196,18,54.6,12
-37.864,143.125,12,44.4,7.8
-37.848,143.565,13,42.5,8
-37.85,143.553,15,48.2,14.7
-38.046,142.617,15,44.5,10.2
-37.841,143.55,12,44.2,6.2
-38.005,143.1,11,43.2,5.9
-38.009,143.076,13,50.7,6.1
-37.979,143.895,19,54.3,5.9
-38.025,143.612,22,46.8,8
-38.027,143.6,26,52.2,13.7
-38.046,143.541,15,51,9.6
-38.045,143.965,13,42,11.4
-38.107,144.092,12,47.3,9.7
-35.307,143.209,13,50.3,8.6
-35.309,143.198,14,49.5,6
-35.417,142.732,15,53.7,6.8
-35.419,142.72,14,51,9.1
-35.492,143.596,13,50.4,7.9
-36.705,141.548,22,46.9,12.9
-36.839,142.592,15,48.7,8.5
-36.419,147.01,17,44.9,16.1
-34.403,142.085,11,43.2,8.1
-35.787,142.155,13,47.1,8.1
-35.79,142.124,13,50.1,8.5
-35.789,142.163,12,43.8,6.7
-35.967,143.634,11,40.4,9.2
-36.683,142.174,11,41.4,7.7
-36.684,142.181,13,43.3,9.4
-36.945,142.283,13,44.1,12.9
-36.946,142.288,12,42.7,10
-35.204,141.136,12,46.6,6.7
-35.208,141.115,14,50.9,5.9
-35.206,141.129,18,53.8,6.4
-35.206,141.122,18,55.6,8.2
-35.328,143.216,18,53.8,6.7
-35.35,143.469,24,51.9,7.3
-35.353,143.451,28,48.3,11.9
-35.761,142.07,21,58.8,8.8
-35.928,142.45,18,61.5,5.5
-36.007,142.756,19,58.7,5.5
-35.971,143.269,20,58.4,4.7
-35.967,143.286,22,57,8.5
-36.308,141.483,24,55.5,7.9
-36.368,142.252,24,51.8,7.9
-36.166,143.339,23,49.6,6.3
-36.375,142.27,24,56.8,5.7
-36.365,142.267,23,58.8,9.1
-36.735,141.042,24,60.1,8
-36.337,143.242,20,60.8,10.4
-36.333,143.259,17,52.7,7.7
-36.721,141.712,23,58.8,8.8
-36.788,141.502,28,56.7,9.3
-36.731,141.714,26,61,9.3
-36.791,141.489,17,59,9.4
-36.723,141.698,15,56.2,16.9
-36.276,144.495,14,48.2,12.5
-36.264,144.492,14,48.2,9.1
-36.725,142.541,17,53,14.6
-36.736,142.481,16,51.7,7.4
-36.689,142.589,15,51,9
-36.746,142.484,15,48.1,7.9
-36.929,142.053,17,53.6,7.6
-36.768,143.169,17,53.5,7.3
-36.96,142.685,17,52,8.8
-37.01,142.171,19,55.3,6.2
-36.963,142.67,28,49.9,11
-36.917,142.983,17,52.5,7.7
-37.127,141.87,18,52,7.1
-36.924,142.975,18,53.7,9
-36.582,145.211,21,58.7,7.8
-36.58,145.205,25,60.9,6.3
-36.813,145.118,21,57.4,10.7
-37.698,142.142,17,51.2,9.9
-37.399,144.248,17,52.5,5.7
-37.707,142.667,19,55.8,6
-37.819,142.776,19,53.9,8.3
-37.745,143.41,16,47,12
-37.797,143.075,17,50.4,10.8
-37.866,143.086,22,55.5,10.3
-38.017,142.318,28,58.3,9.3
-38.029,142.307,21,61.1,6.6
-38.027,142.321,19,59.7,7.4
-37.706,144.233,16,51.5,8.7
-37.707,144.22,18,53.6,7.9
-37.957,143.478,19,52.9,8.1
-37.954,143.494,19,56.8,7.9
-38.131,143.896,15,50.7,9.2
-38.135,143.879,16,53.6,8.1
-38.135,143.885,24,61.6,7.7
-38.142,143.899,24,62.3,7
-38.145,143.883,26,60.8,6.9
-35.406,142.731,32,54.1,12.8
-35.619,142.552,20,57.7,9.9
-36.407,141.686,19,56.3,5.8
-36.844,143.43,20,57,8.7
-36.84,143.423,18,53.3,7.9
-36.846,143.418,22,56.3,8
-35.321,140.97,19,54.1,11.2
-35.731,142.168,17,50.4,11.9
-35.733,142.148,16,50.8,5.8
-36.394,141.071,24,55.4,5.9
-36.164,144.393,24,53.4,9.9
-36.183,144.758,16,46.7,10
-36.296,144.755,19,57.2,8.9
-36.673,142.365,16,50.9,12.9
-36.686,142.346,17,52.5,6.7
-36.675,142.345,23,59,6
-36.696,142.508,25,58.3,12.2
-36.191,147.523,16,48.2,9.9
-36.778,142.323,17,50.8,9
-36.785,142.385,18,53.5,8.8
-36.797,142.387,19,56.1,6.9
-36.795,142.407,18,57,7.4
-36.88,141.721,22,58,6.9
-36.237,147.672,20,55.8,10.5
-36.627,144.776,16,48.4,8.1
-36.617,144.775,16,48.9,5.4
-36.885,141.707,18,53,6.6
-36.953,142.111,18,54.4,5.7
-36.95,142.105,26,53.7,8.7
-36.957,142.985,21,64.5,10.6
-36.955,143.004,16,48.1,9.3
-37.129,141.839,20,57.4,10.9
-36.953,143.01,31,61.9,14.1
-36.955,142.992,22,62.7,7.6
-37.59,142.148,21,60.4,6.8
-37.589,142.169,19,53.8,9.2
-37.595,142.156,16,48.3,14.4
-37.637,142.096,16,53.6,12.1
-37.382,145.985,14,48.5,7.3
-37.794,142.085,22,53.4,10.9
-37.799,143.646,18,53.6,7.2
-37.8,143.653,18,49.4,9.3
-37.801,143.635,15,44.6,9.7
-37.859,143.5,13,48.5,10.7
-37.854,143.553,15,49.1,9.6
-37.852,143.571,16,51,6
-37.865,143.555,23,49.6,10
-38.089,143.925,18,55.5,8.9
-38.223,143.953,16,48.3,9.4
-38.224,143.936,17,52.6,10.3
-38.225,143.941,21,54.9,7.4
-38.223,144.609,24,55.6,5.9
-38.225,144.593,23,54.1,5.7
-35.72,143.137,21,57.3,5.4
-35.713,143.13,20,62.6,10.1
-35.711,143.157,21,59.5,12.4
-36.23,145.302,22,62,7.9
-35.127,140.972,20,58.8,11.5
-35.773,142.035,20,52.9,17
-35.76,142.101,19,51.5,10.2
-35.85,141.998,21,51.7,7.2
-36.206,141.747,23,53.4,6.1
-36.378,141.072,19,60.2,6.4
-36.379,141.059,20,59.7,8.6
-36.427,142.105,21,58.1,5.3
-36.676,141.452,20,62.2,7.1
-36.68,141.433,25,58.3,7.1
-36.702,141.551,28,58.4,11.9
-36.434,143.32,18,53.3,10.8
-36.895,141.398,18,51.1,8.1
-36.717,142.318,21,52.8,4.1
-36.737,142.347,24,55.2,5.8
-36.705,142.314,23,63.8,7.1
-36.738,142.47,20,67.4,8.5
-36.739,142.465,18,57.5,16.1
-36.904,141.867,18,55.6,12.8
-36.734,142.493,20,58.4,6.1
-36.915,141.871,23,61.9,8
-36.967,142.205,23,60.6,10.1
-36.971,142.184,17,53.4,9.4
-37.161,142.804,18,50.6,6
-37.804,142.094,17,49.9,12.2
-37.676,143.405,13,47,7.9
-37.685,143.412,14,45.8,6.5
-37.961,143.069,14,45.7,9.2
-37.956,143.091,12,43.4,9.3
-37.968,143.096,15,47.7,5.9
-37.973,143.073,16,47.5,5.4
-38.023,143.772,17,47.2,4.9
-38.047,143.485,19,44.2,7.8
-38.042,143.509,21,47,13.2
-36.086,147.606,19,52.8,12.5
-36.466,147.663,11,48.2,10.8
-36.464,147.675,14,50.4,12.8
-36.455,147.672,14,52.5,7
-35.266,143.435,14,52.4,6.7
-36.682,141.388,16,54.9,5.9
-36.68,141.4,13,48.5,5.3
-36.679,141.411,12,44,4.7
-36.691,141.39,15,49.3,3.6
-36.916,142.559,13,51.4,4.6
-36.906,142.568,15,56.1,5.1
-36.915,142.57,22,52.8,9.1
-36.125,147.646,20,53.5,7.2
-37.739,142.065,17,58.1,11.7
-37.82,142.149,18,58.9,5.5
-37.822,142.137,17,59.3,4.2
-37.329,145.894,19,60.5,7
-37.321,145.878,14,52.8,9.3
-37.852,142.445,11,40.8,12.2
-37.331,145.881,12,48.2,7.3
-37.853,142.433,16,54.8,8.3
-37.814,143.606,15,51.9,6.6
-37.476,146.001,15,45.6,10.2
-37.478,145.988,14,49.2,10.5
-37.934,143.6,10,42.6,8.9
-38.1,142.961,10,43.1,4.7
-38.272,141.512,10,43.3,2.6
-38.102,142.95,14,47.4,7.1
-37.64,145.702,12,45.1,11.9
-37.905,146.263,12,45,10.5
-37.686,147.698,12,49.9,6.1
-37.69,147.71,12,49,4.6
-37.777,143.812,10,45.7,3.7
-37.727,146.237,9,45.3,2.5
-37.729,146.225,14,47.9,5.3
-36.607,143.082,9,44,2.8
-36.604,143.086,10,46.8,5.3
-37.409,145.896,10,47,5.2
-37.295,147.459,12,48.8,4.2
-37.342,147.552,13,49.4,3.8
-37.331,147.552,14,49.9,6.8
-37.34,147.572,12,51.6,3.4
-37.649,146.113,14,50.1,8.7
-37.651,146.089,14,51,9.9
-37.826,146.32,17,48.7,10.5
-37.825,146.34,15,49.9,7.9
-37.824,146.336,14,48.4,7.5
-37.837,146.338,14,50.7,8.6
-37.872,146.385,13,48.5,7.1
-37.861,146.367,14,48.1,13.7
-37.859,146.385,9,41.2,10
-37.873,146.368,12,42.8,12.1
-37.936,146.369,8,41.6,8.3
-37.938,146.377,11,43.8,6.5
-37.648,146.103,11,43.2,5.5
-37.643,146.109,12,47,4.8
-35.773,142.08,8,43.3,3.9
-35.771,142.093,9,43.2,4.9
-36.666,141.25,12,47.6,9.1
-36.671,141.257,9,40.8,6.7
-36.467,143.318,8,40.7,5.3
-36.69,141.889,10,46.3,4.6
-36.688,141.901,10,47.1,4.6
-36.782,141.561,8,44.5,4.7
-36.78,141.573,10,44.9,5.5
-36.771,142.017,12,49.4,4.4
-36.773,142.005,8,43.1,3.4
-36.825,142.31,11,46.4,6.5
-36.876,142.263,11,45.4,5.2
-36.908,141.868,8,42.6,2
-36.99,141.87,10,45.6,4.5
-37.485,144.308,10,47.9,4.1
-37.834,142.422,11,45.1,5.6
-37.832,142.435,11,45.3,10.6
-37.761,143.461,10,45.9,3.2
-37.73,143.748,10,41.4,9.4
-37.826,143.616,11,43.9,11.2
-37.834,143.632,10,37.9,8.5
-37.836,143.619,11,44.2,8.7
-37.824,143.63,10,45.7,3.6
-37.887,143.51,9,41,8.2
-37.89,143.496,10,43.7,7.2
-37.934,143.881,10,42.1,9.4
-37.931,143.895,5,34.9,4.3
-38.089,143.879,5,33.1,5.8
-38.114,143.856,6,30.8,5.7
-38.091,143.865,11,45.1,11.5
-38.007,144.329,12,47.2,8.8
-37.372,147.928,9,42.4,7.2
-37.364,147.969,9,40.1,7.5
-37.808,146.032,9,41.2,9.8
-37.833,145.903,9,42.8,9.3
-37.819,146.036,10,39.4,9.6
-37.851,145.873,10,44.4,5.6
-38.259,144.199,6,39,1.8
-38.249,144.196,9,39,5.6
-38.262,144.184,12,40.7,16.7
-38.252,144.181,9,40,8.6
-34.843,143.057,6,37.1,5.8
-34.845,143.036,10,35.6,14.5
-34.831,143.055,12,41.8,14.7
-35.115,141.069,10,44.8,8.8
-35.761,141.598,10,43.5,12
-36.659,141.418,7,40.5,8.1
-36.649,142.605,8,39.3,7.7
-36.648,142.612,11,35.3,18.2
-36.903,142.332,10,44.7,8
-34.479,141.736,12,44.7,11.4
-34.479,141.749,13,44,13.6
-34.482,141.732,8,43.8,7.3
-37.328,146.737,11,43.5,13.1
-38.31,143.006,11,40.5,13.4
-36.784,140.982,15,41.5,17
-36.782,140.993,9,42,4.6
-37.914,143.901,7,40.5,3.1
-38.011,143.868,7,40.7,3.7
-38.028,143.886,5,38.6,1.8
-38.306,143.004,8,44.6,3.9
-38.317,142.994,10,41,14.1
-38.308,142.992,11,40.4,19.3
-38.316,143.006,9,41.1,12.7
-35.854,143.809,9,42.9,8.9
-36.048,143.143,12,44.9,7.9
-38.3,143.011,14,43.7,17
-38.302,142.999,15,41.6,15
-38.311,143.001,12,43.9,12
-38.312,142.989,12,47,7.7
-37.321,146.714,15,41.2,13.8
-38.303,143.005,14,44.6,7.7
-37.332,146.747,14,49.9,13.7
-37.338,146.697,13,42.5,14
-37.335,146.723,10,39.9,12.6
-37.317,146.752,8,41,11
-38.248,142.819,7,37.9,5.7
-35.994,142.024,8,37.2,5.5
-35.997,142.002,9,40.4,6.9
-35.995,142.013,12,43.3,7
-36.465,142.266,10,44.1,7.3
-36.466,142.255,9,42.2,6.4
-36.664,141.336,12,40.4,5.9
-36.657,141.322,11,39.7,11.8
-37.117,141.998,7,37.2,6.2
-37.344,146.713,8,40.8,5.5
-36.265,142.251,10,41.4,6.9
-36.273,142.248,8,39.3,4.7
-37.353,146.671,8,36.3,6.3
-37.934,143.891,13,38.4,11.5
-38.175,144.04,17,38.7,16.8
-37.361,146.656,12,41,12.9
-37.355,146.716,8,35,14.4
-37.348,146.685,8,38.6,12.8
-37.937,143.894,10,43.7,9.5
-37.939,143.921,10,43.6,9.7
-37.935,143.915,9,41.9,9.2
-37.359,146.661,9,43.9,5.7
-37.36,146.665,11,41.7,8.7
-38.233,144.288,14,47.4,10.6
-38.263,145.988,13,51.1,6
-38.261,145.972,9,40.1,12.1
-37.926,143.474,12,44.5,11.1
-37.363,146.728,11,46.2,10.5
-37.364,146.744,9,37.9,9.1
-38.259,145.978,14,36,15.9
-37.352,146.688,14,39.3,17.7
-37.36,146.738,9,41.2,6.7
-37.358,146.726,14,41.7,12.3
-37.354,146.701,15,47.3,8.6
-37.356,146.732,20,43.6,10.3
-37.361,146.739,17,46.3,11.7
-37.352,146.689,14,44,14.4
-37.368,146.734,9,42.1,7.6
-38.252,145.977,11,40.8,6.4
-37.364,146.706,15,44.8,8.3
-37.367,146.682,13,43.6,9
-37.37,146.73,14,41.6,13.1
-37.359,146.674,11,41.6,7.9
-37.361,146.663,12,47.9,6.7
-37.663,144.659,11,44.2,5.8
-37.363,146.721,13,46.2,5.6
-37.392,146.677,19,50.3,7.7
-37.94,143.586,12,47.5,15
-37.376,146.738,11,45.3,8.5
-35.469,142.759,17,46.4,9.5
-35.49,143.723,18,54.6,12
-37.374,146.708,12,44.4,7.8
-37.381,146.722,13,42.5,8
-37.372,146.72,15,48.2,14.7
-37.383,146.722,15,44.5,10.2
-37.372,146.712,12,44.2,6.2
-37.378,146.69,11,43.2,5.9
-37.374,146.711,13,50.7,6.1
-37.384,146.703,19,54.3,5.9
-37.385,146.704,22,46.8,8
-37.393,146.662,26,52.2,13.7
-37.408,146.669,15,51,9.6
-36.738,146.381,13,42,11.4
-37.401,146.702,12,47.3,9.7
-37.687,147.824,13,50.3,8.6
-37.689,147.812,14,49.5,6
-36.728,146.386,15,53.7,6.8
-36.731,146.346,14,51,9.1
-36.729,146.345,13,50.4,7.9
-36.725,146.379,22,46.9,12.9
-36.729,146.377,15,48.7,8.5
-36.721,146.362,17,44.9,16.1
-36.719,146.375,11,43.2,8.1
-36.722,146.349,13,47.1,8.1
-36.73,146.364,13,50.1,8.5
-36.724,146.337,12,43.8,6.7
-36.718,146.321,11,40.4,9.2
-38.352,143.631,11,41.4,7.7
-35.662,143.332,13,43.3,9.4
-35.816,141.24,13,44.1,12.9
-35.829,141.257,12,42.7,10
-35.827,141.239,12,46.6,6.7
-35.798,141.28,14,50.9,5.9
-35.795,141.271,18,53.8,6.4
-35.798,141.287,18,55.6,8.2
-35.786,141.282,18,53.8,6.7
-35.802,141.253,24,51.9,7.3
-35.796,141.285,28,48.3,11.9
-35.818,141.248,21,58.8,8.8
-35.802,141.276,18,61.5,5.5
-35.789,141.266,19,58.7,5.5
-35.794,141.258,20,58.4,4.7
-35.805,141.261,22,57,8.5
-35.788,141.289,24,55.5,7.9
-38.234,144.161,24,51.8,7.9
-38.236,144.149,23,49.6,6.3
-37.406,143.591,24,56.8,5.7
-37.395,143.595,23,58.8,9.1
-37.402,143.573,24,60.1,8
-37.392,143.583,20,60.8,10.4
-38.22,143.504,17,52.7,7.7
-38.133,145.184,23,58.8,8.8
-38.12,145.18,28,56.7,9.3
-38.129,145.188,26,61,9.3
-35.541,143.311,17,59,9.4
-35.543,143.316,15,56.2,16.9
-37.708,145.1,14,48.2,12.5
-37.636,149.33,14,48.2,9.1
-37.875,142.51,17,53,14.6
-37.613,149.305,16,51.7,7.4
-37.608,149.328,15,51,9
-37.624,149.314,15,48.1,7.9
-38.057,144.211,17,53.6,7.6
-38.048,144.213,17,53.5,7.3
-37.651,149.345,17,52,8.8
-37.627,149.33,19,55.3,6.2
-37.95,142.366,28,49.9,11
-38.231,147.172,17,52.5,7.7
-36.294,146.149,18,52,7.1
-36.285,146.151,18,53.7,9
-36.275,146.154,21,58.7,7.8
-36.277,146.165,25,60.9,6.3
-36.282,146.157,21,57.4,10.7
-36.284,146.145,17,51.2,9.9
-36.293,146.148,17,52.5,5.7
-37.591,149.33,19,56.8,7.9
-37.585,149.336,15,50.7,9.2
-37.583,149.316,16,53.6,8.1
-37.644,149.233,24,61.6,7.7
-37.642,149.263,24,62.3,7
-37.63,149.232,26,60.8,6.9
-37.596,149.319,32,54.1,12.8
-37.634,149.237,20,57.7,9.9
-37.384,149.336,19,56.3,5.8
-37.627,149.261,20,57,8.7
-37.6,149.325,18,53.3,7.9
-37.605,149.302,22,56.3,8
-37.623,149.284,19,54.1,11.2
-37.62,149.294,17,50.4,11.9
-37.618,149.281,16,50.8,5.8
-37.602,149.311,24,55.4,5.9
-37.61,149.296,24,53.4,9.9
-37.608,149.282,16,46.7,10
-37.608,149.292,19,57.2,8.9
-37.609,149.32,16,50.9,12.9
-37.61,149.307,17,52.5,6.7
-37.606,149.312,23,59,6
-37.946,144.342,25,58.3,12.2
-37.945,144.354,16,48.2,9.9
-37.978,145.623,17,50.8,9
-37.976,145.649,18,53.5,8.8
-37.758,144.693,19,56.1,6.9
-37.862,144.175,18,57,7.4
-37.621,143.447,22,58,6.9
-37.614,143.451,20,55.8,10.5
-36.94,143.281,16,48.4,8.1
-36.941,143.268,16,48.9,5.4
-36.939,143.28,18,53,6.6
-37.863,144.17,18,54.4,5.7
-37.477,143.352,26,53.7,8.7
-37.479,143.358,21,64.5,10.6
-37.475,143.365,16,48.1,9.3
-37.692,143.593,20,57.4,10.9
-37.69,143.605,31,61.9,14.1
-36.341,143.636,22,62.7,7.6
-37.329,143.136,21,60.4,6.8
-37.331,143.122,19,53.8,9.2
-37.34,143.123,16,48.3,14.4
-36.759,144.158,16,53.6,12.1
-35.321,143.502,14,48.5,7.3
-35.323,143.509,22,53.4,10.9
-36.098,143.735,18,53.6,7.2
-36.098,143.74,18,49.4,9.3
-37.586,141.271,15,44.6,9.7
-37.588,141.259,13,48.5,10.7
-35.889,145.614,15,49.1,9.6
-35.89,145.606,16,51,6
-37.247,141.27,23,49.6,10
-37.247,141.278,18,55.5,8.9
-37.805,144.15,16,48.3,9.4
-37.294,141.232,17,52.6,10.3
-37.293,141.245,21,54.9,7.4
-38.127,143.82,24,55.6,5.9
-37.087,145.363,23,54.1,5.7
-37.38,148.053,21,57.3,5.4
-37.469,148.125,20,62.6,10.1
-37.472,148.119,21,59.5,12.4
-37.466,148.143,22,62,7.9
-37.459,148.092,20,58.8,11.5
-37.384,148.056,20,52.9,17
-37.375,148.054,19,51.5,10.2
-37.365,148.052,21,51.7,7.2
-37.386,148.043,23,53.4,6.1
-37.376,148.042,19,60.2,6.4
-37.469,148.103,20,59.7,8.6
-37.46,148.102,21,58.1,5.3
-37.462,148.089,20,62.2,7.1
-37.47,148.089,25,58.3,7.1
-37.477,148.097,28,58.4,11.9
-37.453,148.111,18,53.3,10.8
-37.467,148.127,18,51.1,8.1
-37.478,148.117,21,52.8,4.1
-38.226,147.167,24,55.2,5.8
-35.961,141.089,23,63.8,7.1
-35.963,141.078,20,67.4,8.5
-37.437,148.104,18,57.5,16.1
-37.446,148.102,18,55.6,12.8
-37.457,148.143,20,58.4,6.1
-37.33,148.087,23,61.9,8
-37.333,148.099,23,60.6,10.1
-37.327,148.083,17,53.4,9.4
-37.336,148.073,18,50.6,6
